,player-1,player-2,player-3,player-4,avg
10682,SR Thompson,PR Stirling,CA Young,SW Poynter,0.0
10683,SR Thompson,PKD Chase,PR Stirling,CA Young,0.0
10684,SP Terry,SR Thompson,PR Stirling,CA Young,0.0
10685,SR Thompson,PR Stirling,CA Young,WTS Porterfield,28.0
10686,SR Thompson,PR Stirling,CA Young,Simi Singh,0.0
10687,J Cameron-Dow,SR Thompson,PR Stirling,CA Young,0.0
10688,SR Thompson,MR Adair,PR Stirling,CA Young,0.0
10689,BJ McCarthy,MC Sorensen,SR Thompson,PR Stirling,0.0
10690,BJ McCarthy,GC Wilson,SR Thompson,PR Stirling,0.0
10691,BJ McCarthy,SR Thompson,PR Stirling,LJ Tucker,0.0
10692,BJ McCarthy,SR Thompson,PR Stirling,JB Little,0.0
10693,BJ McCarthy,SR Thompson,PR Stirling,EC Joyce,0.0
10694,BJ McCarthy,SR Thompson,PR Stirling,JF Mooney,0.0
10695,BJ McCarthy,SR Thompson,PR Stirling,JA McCollum,0.0
10696,BJ McCarthy,TJ Murtagh,SR Thompson,PR Stirling,0.0
10697,BJ McCarthy,SR Thompson,KJ O'Brien,PR Stirling,0.0
10698,BJ McCarthy,A Balbirnie,SR Thompson,PR Stirling,0.0
10699,BJ McCarthy,SR Thompson,PR Stirling,C Campher,0.0
10700,BJ McCarthy,SR Thompson,PR Stirling,AR Cusack,0.0
10701,BJ McCarthy,SR Thompson,PR Stirling,SW Poynter,0.0
10702,BJ McCarthy,SR Thompson,PKD Chase,PR Stirling,0.0
10703,BJ McCarthy,SR Thompson,PR Stirling,SP Terry,0.0
10704,BJ McCarthy,SR Thompson,PR Stirling,WTS Porterfield,0.0
10705,BJ McCarthy,SR Thompson,PR Stirling,Simi Singh,0.0
10706,BJ McCarthy,J Cameron-Dow,SR Thompson,PR Stirling,0.0
10707,BJ McCarthy,SR Thompson,PR Stirling,MR Adair,0.0
10708,GC Wilson,MC Sorensen,SR Thompson,PR Stirling,0.0
10709,LJ Tucker,MC Sorensen,SR Thompson,PR Stirling,0.0
10710,JB Little,MC Sorensen,SR Thompson,PR Stirling,0.0
10711,MC Sorensen,SR Thompson,PR Stirling,EC Joyce,0.0
10712,MC Sorensen,SR Thompson,PR Stirling,JF Mooney,0.0
10713,MC Sorensen,SR Thompson,PR Stirling,JA McCollum,0.0
10714,MC Sorensen,SR Thompson,TJ Murtagh,PR Stirling,0.0
10715,MC Sorensen,SR Thompson,KJ O'Brien,PR Stirling,0.0
10716,MC Sorensen,SR Thompson,A Balbirnie,PR Stirling,0.0
10717,MC Sorensen,SR Thompson,PR Stirling,C Campher,0.0
10718,MC Sorensen,SR Thompson,PR Stirling,AR Cusack,0.0
10719,MC Sorensen,SR Thompson,PR Stirling,SW Poynter,0.0
10720,MC Sorensen,SR Thompson,PKD Chase,PR Stirling,0.0
10721,MC Sorensen,SR Thompson,PR Stirling,SP Terry,0.0
10722,MC Sorensen,SR Thompson,PR Stirling,WTS Porterfield,0.0
10723,MC Sorensen,SR Thompson,PR Stirling,Simi Singh,0.0
10724,MC Sorensen,SR Thompson,PR Stirling,J Cameron-Dow,0.0
10725,MC Sorensen,SR Thompson,PR Stirling,MR Adair,0.0
10726,GC Wilson,SR Thompson,PR Stirling,LJ Tucker,0.0
10727,GC Wilson,SR Thompson,PR Stirling,JB Little,0.0
10728,GC Wilson,SR Thompson,PR Stirling,EC Joyce,98.8
10729,GC Wilson,SR Thompson,PR Stirling,JF Mooney,61.0
10730,GC Wilson,SR Thompson,PR Stirling,JA McCollum,0.0
10731,GC Wilson,TJ Murtagh,SR Thompson,PR Stirling,80.625
10732,GC Wilson,SR Thompson,KJ O'Brien,PR Stirling,79.16666666666667
10733,GC Wilson,A Balbirnie,SR Thompson,PR Stirling,95.77777777777777
10734,GC Wilson,SR Thompson,PR Stirling,C Campher,0.0
10735,GC Wilson,SR Thompson,PR Stirling,AR Cusack,53.0
10736,GC Wilson,SR Thompson,PR Stirling,SW Poynter,0.0
10737,GC Wilson,SR Thompson,PKD Chase,PR Stirling,94.25
10738,GC Wilson,SR Thompson,PR Stirling,SP Terry,0.0
10739,GC Wilson,SR Thompson,PR Stirling,WTS Porterfield,112.3
10740,GC Wilson,SR Thompson,PR Stirling,Simi Singh,0.0
10741,GC Wilson,J Cameron-Dow,SR Thompson,PR Stirling,0.0
10742,GC Wilson,SR Thompson,PR Stirling,MR Adair,0.0
10743,LJ Tucker,SR Thompson,PR Stirling,JB Little,0.0
10744,LJ Tucker,SR Thompson,PR Stirling,EC Joyce,0.0
10745,LJ Tucker,SR Thompson,PR Stirling,JF Mooney,0.0
10746,LJ Tucker,SR Thompson,PR Stirling,JA McCollum,0.0
10747,LJ Tucker,TJ Murtagh,SR Thompson,PR Stirling,0.0
10748,LJ Tucker,SR Thompson,KJ O'Brien,PR Stirling,0.0
10749,LJ Tucker,A Balbirnie,SR Thompson,PR Stirling,0.0
10750,LJ Tucker,SR Thompson,PR Stirling,C Campher,0.0
10751,LJ Tucker,SR Thompson,PR Stirling,AR Cusack,0.0
10752,LJ Tucker,SR Thompson,PR Stirling,SW Poynter,0.0
10753,LJ Tucker,SR Thompson,PKD Chase,PR Stirling,0.0
10754,LJ Tucker,SR Thompson,PR Stirling,SP Terry,0.0
10755,LJ Tucker,SR Thompson,PR Stirling,WTS Porterfield,0.0
10756,LJ Tucker,SR Thompson,PR Stirling,Simi Singh,0.0
10757,LJ Tucker,J Cameron-Dow,SR Thompson,PR Stirling,0.0
10758,LJ Tucker,SR Thompson,PR Stirling,MR Adair,0.0
10759,JB Little,SR Thompson,PR Stirling,EC Joyce,0.0
10760,JB Little,SR Thompson,PR Stirling,JF Mooney,0.0
10761,JB Little,SR Thompson,PR Stirling,JA McCollum,0.0
10762,JB Little,TJ Murtagh,SR Thompson,PR Stirling,0.0
10763,JB Little,SR Thompson,KJ O'Brien,PR Stirling,0.0
10764,JB Little,A Balbirnie,SR Thompson,PR Stirling,0.0
10765,JB Little,SR Thompson,PR Stirling,C Campher,0.0
10766,JB Little,SR Thompson,PR Stirling,AR Cusack,0.0
10767,JB Little,SR Thompson,PR Stirling,SW Poynter,0.0
10768,JB Little,SR Thompson,PKD Chase,PR Stirling,0.0
10769,JB Little,SR Thompson,PR Stirling,SP Terry,0.0
10770,JB Little,SR Thompson,PR Stirling,WTS Porterfield,0.0
10771,JB Little,SR Thompson,PR Stirling,Simi Singh,0.0
10772,JB Little,J Cameron-Dow,SR Thompson,PR Stirling,0.0
10773,JB Little,SR Thompson,PR Stirling,MR Adair,0.0
10774,SR Thompson,JF Mooney,PR Stirling,EC Joyce,62.0
10775,JA McCollum,SR Thompson,PR Stirling,EC Joyce,0.0
10776,TJ Murtagh,SR Thompson,PR Stirling,EC Joyce,92.75
10777,SR Thompson,KJ O'Brien,PR Stirling,EC Joyce,74.16666666666667
10778,A Balbirnie,SR Thompson,PR Stirling,EC Joyce,103.66666666666667
10779,SR Thompson,PR Stirling,EC Joyce,C Campher,0.0
10780,SR Thompson,PR Stirling,EC Joyce,AR Cusack,42.0
10781,SR Thompson,PR Stirling,EC Joyce,SW Poynter,0.0
10782,SR Thompson,PKD Chase,PR Stirling,EC Joyce,107.0
10783,SP Terry,SR Thompson,PR Stirling,EC Joyce,0.0
10784,SR Thompson,PR Stirling,EC Joyce,WTS Porterfield,119.8
10785,SR Thompson,PR Stirling,EC Joyce,Simi Singh,0.0
10786,J Cameron-Dow,SR Thompson,PR Stirling,EC Joyce,0.0
10787,SR Thompson,MR Adair,PR Stirling,EC Joyce,0.0
10788,JA McCollum,SR Thompson,PR Stirling,JF Mooney,0.0
10789,TJ Murtagh,SR Thompson,PR Stirling,JF Mooney,28.0
10790,SR Thompson,KJ O'Brien,PR Stirling,JF Mooney,46.333333333333336
10791,A Balbirnie,SR Thompson,PR Stirling,JF Mooney,49.25
10792,SR Thompson,PR Stirling,JF Mooney,C Campher,0.0
10793,SR Thompson,PR Stirling,JF Mooney,AR Cusack,48.0
10794,SR Thompson,PR Stirling,JF Mooney,SW Poynter,0.0
10795,SR Thompson,PKD Chase,PR Stirling,JF Mooney,0.0
10796,SP Terry,SR Thompson,PR Stirling,JF Mooney,0.0
10797,SR Thompson,PR Stirling,JF Mooney,WTS Porterfield,81.25
10798,SR Thompson,PR Stirling,JF Mooney,Simi Singh,0.0
10799,J Cameron-Dow,SR Thompson,PR Stirling,JF Mooney,0.0
10800,SR Thompson,MR Adair,PR Stirling,JF Mooney,0.0
10801,TJ Murtagh,SR Thompson,PR Stirling,JA McCollum,0.0
10802,SR Thompson,KJ O'Brien,PR Stirling,JA McCollum,0.0
10803,A Balbirnie,SR Thompson,PR Stirling,JA McCollum,0.0
10804,SR Thompson,PR Stirling,JA McCollum,C Campher,0.0
10805,SR Thompson,PR Stirling,JA McCollum,AR Cusack,0.0
10806,SR Thompson,PR Stirling,JA McCollum,SW Poynter,0.0
10807,SR Thompson,PKD Chase,PR Stirling,JA McCollum,0.0
10808,SP Terry,SR Thompson,PR Stirling,JA McCollum,0.0
10809,SR Thompson,PR Stirling,JA McCollum,WTS Porterfield,0.0
10810,SR Thompson,PR Stirling,JA McCollum,Simi Singh,0.0
10811,J Cameron-Dow,SR Thompson,PR Stirling,JA McCollum,0.0
10812,SR Thompson,MR Adair,PR Stirling,JA McCollum,0.0
10813,TJ Murtagh,SR Thompson,KJ O'Brien,PR Stirling,68.25
10814,TJ Murtagh,SR Thompson,A Balbirnie,PR Stirling,83.57142857142857
10815,TJ Murtagh,SR Thompson,PR Stirling,C Campher,0.0
10816,TJ Murtagh,SR Thompson,PR Stirling,AR Cusack,0.0
10817,TJ Murtagh,SR Thompson,PR Stirling,SW Poynter,0.0
10818,TJ Murtagh,SR Thompson,PKD Chase,PR Stirling,88.0
10819,TJ Murtagh,SR Thompson,PR Stirling,SP Terry,0.0
10820,TJ Murtagh,SR Thompson,PR Stirling,WTS Porterfield,89.5
10821,TJ Murtagh,SR Thompson,PR Stirling,Simi Singh,0.0
10822,TJ Murtagh,SR Thompson,PR Stirling,J Cameron-Dow,0.0
10823,TJ Murtagh,SR Thompson,PR Stirling,MR Adair,0.0
10824,A Balbirnie,SR Thompson,KJ O'Brien,PR Stirling,68.8
10825,SR Thompson,KJ O'Brien,PR Stirling,C Campher,0.0
10826,SR Thompson,KJ O'Brien,PR Stirling,AR Cusack,40.0
10827,SR Thompson,KJ O'Brien,PR Stirling,SW Poynter,0.0
10828,PKD Chase,SR Thompson,KJ O'Brien,PR Stirling,60.0
10829,SR Thompson,KJ O'Brien,PR Stirling,SP Terry,0.0
10830,SR Thompson,KJ O'Brien,PR Stirling,WTS Porterfield,108.16666666666667
10831,SR Thompson,KJ O'Brien,PR Stirling,Simi Singh,0.0
10832,J Cameron-Dow,SR Thompson,KJ O'Brien,PR Stirling,0.0
10833,SR Thompson,KJ O'Brien,PR Stirling,MR Adair,0.0
10834,A Balbirnie,SR Thompson,PR Stirling,C Campher,0.0
10835,A Balbirnie,SR Thompson,PR Stirling,AR Cusack,56.5
10836,A Balbirnie,SR Thompson,PR Stirling,SW Poynter,0.0
10837,A Balbirnie,SR Thompson,PKD Chase,PR Stirling,127.33333333333333
10838,A Balbirnie,SR Thompson,PR Stirling,SP Terry,0.0
10839,A Balbirnie,SR Thompson,PR Stirling,WTS Porterfield,105.88888888888889
10840,A Balbirnie,SR Thompson,PR Stirling,Simi Singh,0.0
10841,A Balbirnie,SR Thompson,PR Stirling,J Cameron-Dow,0.0
10842,A Balbirnie,SR Thompson,PR Stirling,MR Adair,0.0
10843,SR Thompson,AR Cusack,PR Stirling,C Campher,0.0
10844,SR Thompson,PR Stirling,SW Poynter,C Campher,0.0
10845,SR Thompson,PKD Chase,PR Stirling,C Campher,0.0
10846,SR Thompson,PR Stirling,SP Terry,C Campher,0.0
10847,SR Thompson,PR Stirling,WTS Porterfield,C Campher,0.0
10848,SR Thompson,Simi Singh,PR Stirling,C Campher,0.0
10849,J Cameron-Dow,SR Thompson,PR Stirling,C Campher,0.0
10850,SR Thompson,PR Stirling,MR Adair,C Campher,0.0
10851,SR Thompson,PR Stirling,SW Poynter,AR Cusack,0.0
10852,SR Thompson,PKD Chase,PR Stirling,AR Cusack,0.0
10853,SR Thompson,PR Stirling,SP Terry,AR Cusack,0.0
10854,SR Thompson,PR Stirling,WTS Porterfield,AR Cusack,122.5
10855,SR Thompson,Simi Singh,PR Stirling,AR Cusack,0.0
10856,J Cameron-Dow,SR Thompson,PR Stirling,AR Cusack,0.0
10857,SR Thompson,PR Stirling,MR Adair,AR Cusack,0.0
10858,SR Thompson,PKD Chase,PR Stirling,SW Poynter,0.0
10859,SR Thompson,PR Stirling,SP Terry,SW Poynter,0.0
10860,SR Thompson,PR Stirling,WTS Porterfield,SW Poynter,0.0
10861,SR Thompson,Simi Singh,PR Stirling,SW Poynter,0.0
10862,J Cameron-Dow,SR Thompson,PR Stirling,SW Poynter,0.0
10863,SR Thompson,PR Stirling,MR Adair,SW Poynter,0.0
10864,SR Thompson,PKD Chase,PR Stirling,SP Terry,0.0
10865,SR Thompson,PKD Chase,PR Stirling,WTS Porterfield,128.0
10866,SR Thompson,PKD Chase,PR Stirling,Simi Singh,0.0
10867,J Cameron-Dow,SR Thompson,PKD Chase,PR Stirling,0.0
10868,SR Thompson,PKD Chase,PR Stirling,MR Adair,0.0
10869,SR Thompson,PR Stirling,SP Terry,WTS Porterfield,0.0
10870,SR Thompson,PR Stirling,SP Terry,Simi Singh,0.0
10871,J Cameron-Dow,SR Thompson,PR Stirling,SP Terry,0.0
10872,SR Thompson,MR Adair,PR Stirling,SP Terry,0.0
10873,SR Thompson,Simi Singh,PR Stirling,WTS Porterfield,0.0
10874,J Cameron-Dow,SR Thompson,PR Stirling,WTS Porterfield,0.0
10875,SR Thompson,PR Stirling,MR Adair,WTS Porterfield,0.0
10876,J Cameron-Dow,SR Thompson,PR Stirling,Simi Singh,0.0
10877,SR Thompson,PR Stirling,MR Adair,Simi Singh,0.0
10878,J Cameron-Dow,SR Thompson,PR Stirling,MR Adair,0.0
10879,BJ McCarthy,MC Sorensen,SR Thompson,CA Young,0.0
10880,BJ McCarthy,GC Wilson,SR Thompson,CA Young,0.0
10881,BJ McCarthy,SR Thompson,LJ Tucker,CA Young,0.0
10882,BJ McCarthy,JB Little,SR Thompson,CA Young,0.0
10883,BJ McCarthy,SR Thompson,EC Joyce,CA Young,0.0
10884,BJ McCarthy,SR Thompson,JF Mooney,CA Young,0.0
10885,BJ McCarthy,SR Thompson,JA McCollum,CA Young,0.0
10886,BJ McCarthy,TJ Murtagh,SR Thompson,CA Young,0.0
10887,BJ McCarthy,SR Thompson,KJ O'Brien,CA Young,0.0
10888,BJ McCarthy,A Balbirnie,SR Thompson,CA Young,0.0
10889,BJ McCarthy,SR Thompson,CA Young,C Campher,0.0
10890,BJ McCarthy,SR Thompson,CA Young,AR Cusack,0.0
10891,BJ McCarthy,SR Thompson,SW Poynter,CA Young,0.0
10892,BJ McCarthy,SR Thompson,PKD Chase,CA Young,0.0
10893,BJ McCarthy,SP Terry,SR Thompson,CA Young,0.0
10894,BJ McCarthy,SR Thompson,CA Young,WTS Porterfield,0.0
10895,BJ McCarthy,SR Thompson,CA Young,Simi Singh,0.0
10896,BJ McCarthy,J Cameron-Dow,SR Thompson,CA Young,0.0
10897,BJ McCarthy,SR Thompson,MR Adair,CA Young,0.0
10898,GC Wilson,MC Sorensen,SR Thompson,CA Young,0.0
10899,LJ Tucker,MC Sorensen,SR Thompson,CA Young,0.0
10900,JB Little,MC Sorensen,SR Thompson,CA Young,0.0
10901,EC Joyce,MC Sorensen,SR Thompson,CA Young,0.0
10902,MC Sorensen,SR Thompson,JF Mooney,CA Young,0.0
10903,MC Sorensen,SR Thompson,JA McCollum,CA Young,0.0
10904,MC Sorensen,SR Thompson,TJ Murtagh,CA Young,0.0
10905,MC Sorensen,SR Thompson,KJ O'Brien,CA Young,0.0
10906,MC Sorensen,SR Thompson,A Balbirnie,CA Young,0.0
10907,MC Sorensen,SR Thompson,CA Young,C Campher,0.0
10908,MC Sorensen,SR Thompson,CA Young,AR Cusack,0.0
10909,MC Sorensen,SR Thompson,SW Poynter,CA Young,0.0
10910,MC Sorensen,SR Thompson,PKD Chase,CA Young,0.0
10911,MC Sorensen,SR Thompson,SP Terry,CA Young,0.0
10912,MC Sorensen,SR Thompson,CA Young,WTS Porterfield,0.0
10913,MC Sorensen,SR Thompson,CA Young,Simi Singh,0.0
10914,MC Sorensen,SR Thompson,J Cameron-Dow,CA Young,0.0
10915,MC Sorensen,SR Thompson,MR Adair,CA Young,0.0
10916,GC Wilson,SR Thompson,LJ Tucker,CA Young,0.0
10917,GC Wilson,JB Little,SR Thompson,CA Young,0.0
10918,GC Wilson,SR Thompson,EC Joyce,CA Young,69.0
10919,GC Wilson,SR Thompson,JF Mooney,CA Young,25.0
10920,GC Wilson,SR Thompson,JA McCollum,CA Young,0.0
10921,GC Wilson,TJ Murtagh,SR Thompson,CA Young,27.0
10922,GC Wilson,SR Thompson,KJ O'Brien,CA Young,0.0
10923,GC Wilson,A Balbirnie,SR Thompson,CA Young,37.0
10924,GC Wilson,SR Thompson,CA Young,C Campher,0.0
10925,GC Wilson,SR Thompson,CA Young,AR Cusack,0.0
10926,GC Wilson,SR Thompson,SW Poynter,CA Young,0.0
10927,GC Wilson,SR Thompson,PKD Chase,CA Young,0.0
10928,GC Wilson,SP Terry,SR Thompson,CA Young,0.0
10929,GC Wilson,SR Thompson,CA Young,WTS Porterfield,29.0
10930,GC Wilson,SR Thompson,CA Young,Simi Singh,0.0
10931,GC Wilson,J Cameron-Dow,SR Thompson,CA Young,0.0
10932,GC Wilson,SR Thompson,MR Adair,CA Young,0.0
10933,LJ Tucker,JB Little,SR Thompson,CA Young,0.0
10934,LJ Tucker,SR Thompson,EC Joyce,CA Young,0.0
10935,LJ Tucker,SR Thompson,JF Mooney,CA Young,0.0
10936,LJ Tucker,SR Thompson,JA McCollum,CA Young,0.0
10937,LJ Tucker,TJ Murtagh,SR Thompson,CA Young,0.0
10938,LJ Tucker,SR Thompson,KJ O'Brien,CA Young,0.0
10939,LJ Tucker,A Balbirnie,SR Thompson,CA Young,0.0
10940,LJ Tucker,SR Thompson,CA Young,C Campher,0.0
10941,LJ Tucker,SR Thompson,CA Young,AR Cusack,0.0
10942,LJ Tucker,SR Thompson,SW Poynter,CA Young,0.0
10943,LJ Tucker,SR Thompson,PKD Chase,CA Young,0.0
10944,LJ Tucker,SP Terry,SR Thompson,CA Young,0.0
10945,LJ Tucker,SR Thompson,CA Young,WTS Porterfield,0.0
10946,LJ Tucker,SR Thompson,CA Young,Simi Singh,0.0
10947,LJ Tucker,J Cameron-Dow,SR Thompson,CA Young,0.0
10948,LJ Tucker,SR Thompson,MR Adair,CA Young,0.0
10949,JB Little,SR Thompson,EC Joyce,CA Young,0.0
10950,JB Little,SR Thompson,JF Mooney,CA Young,0.0
10951,JB Little,SR Thompson,JA McCollum,CA Young,0.0
10952,JB Little,TJ Murtagh,SR Thompson,CA Young,0.0
10953,JB Little,SR Thompson,KJ O'Brien,CA Young,0.0
10954,JB Little,A Balbirnie,SR Thompson,CA Young,0.0
10955,JB Little,SR Thompson,CA Young,C Campher,0.0
10956,JB Little,SR Thompson,CA Young,AR Cusack,0.0
10957,JB Little,SR Thompson,SW Poynter,CA Young,0.0
10958,JB Little,SR Thompson,PKD Chase,CA Young,0.0
10959,JB Little,SP Terry,SR Thompson,CA Young,0.0
10960,JB Little,SR Thompson,CA Young,WTS Porterfield,0.0
10961,JB Little,SR Thompson,CA Young,Simi Singh,0.0
10962,JB Little,J Cameron-Dow,SR Thompson,CA Young,0.0
10963,JB Little,SR Thompson,MR Adair,CA Young,0.0
10964,EC Joyce,SR Thompson,JF Mooney,CA Young,68.0
10965,EC Joyce,SR Thompson,JA McCollum,CA Young,0.0
10966,EC Joyce,TJ Murtagh,SR Thompson,CA Young,70.0
10967,EC Joyce,SR Thompson,KJ O'Brien,CA Young,0.0
10968,EC Joyce,A Balbirnie,SR Thompson,CA Young,80.0
10969,EC Joyce,SR Thompson,CA Young,C Campher,0.0
10970,EC Joyce,SR Thompson,CA Young,AR Cusack,0.0
10971,EC Joyce,SR Thompson,SW Poynter,CA Young,0.0
10972,EC Joyce,SR Thompson,PKD Chase,CA Young,0.0
10973,EC Joyce,SP Terry,SR Thompson,CA Young,0.0
10974,EC Joyce,SR Thompson,CA Young,WTS Porterfield,72.0
10975,EC Joyce,SR Thompson,CA Young,Simi Singh,0.0
10976,EC Joyce,J Cameron-Dow,SR Thompson,CA Young,0.0
10977,EC Joyce,SR Thompson,MR Adair,CA Young,0.0
10978,JA McCollum,SR Thompson,JF Mooney,CA Young,0.0
10979,TJ Murtagh,SR Thompson,JF Mooney,CA Young,26.0
10980,SR Thompson,KJ O'Brien,JF Mooney,CA Young,0.0
10981,A Balbirnie,SR Thompson,JF Mooney,CA Young,36.0
10982,SR Thompson,JF Mooney,CA Young,C Campher,0.0
10983,SR Thompson,JF Mooney,CA Young,AR Cusack,0.0
10984,SR Thompson,JF Mooney,CA Young,SW Poynter,0.0
10985,SR Thompson,PKD Chase,JF Mooney,CA Young,0.0
10986,SP Terry,SR Thompson,JF Mooney,CA Young,0.0
10987,SR Thompson,JF Mooney,CA Young,WTS Porterfield,28.0
10988,SR Thompson,JF Mooney,CA Young,Simi Singh,0.0
10989,J Cameron-Dow,SR Thompson,JF Mooney,CA Young,0.0
10990,SR Thompson,MR Adair,JF Mooney,CA Young,0.0
10991,TJ Murtagh,SR Thompson,JA McCollum,CA Young,0.0
10992,SR Thompson,KJ O'Brien,JA McCollum,CA Young,0.0
10993,A Balbirnie,SR Thompson,JA McCollum,CA Young,0.0
10994,SR Thompson,JA McCollum,CA Young,C Campher,0.0
10995,SR Thompson,JA McCollum,CA Young,AR Cusack,0.0
10996,SR Thompson,JA McCollum,CA Young,SW Poynter,0.0
10997,SR Thompson,PKD Chase,JA McCollum,CA Young,0.0
10998,SP Terry,SR Thompson,JA McCollum,CA Young,0.0
10999,SR Thompson,JA McCollum,CA Young,WTS Porterfield,0.0
11000,SR Thompson,JA McCollum,CA Young,Simi Singh,0.0
11001,J Cameron-Dow,SR Thompson,JA McCollum,CA Young,0.0
11002,SR Thompson,MR Adair,JA McCollum,CA Young,0.0
11003,TJ Murtagh,SR Thompson,KJ O'Brien,CA Young,0.0
11004,TJ Murtagh,SR Thompson,A Balbirnie,CA Young,38.0
11005,TJ Murtagh,SR Thompson,CA Young,C Campher,0.0
11006,TJ Murtagh,SR Thompson,CA Young,AR Cusack,0.0
11007,TJ Murtagh,SR Thompson,SW Poynter,CA Young,0.0
11008,TJ Murtagh,SR Thompson,PKD Chase,CA Young,0.0
11009,TJ Murtagh,SR Thompson,SP Terry,CA Young,0.0
11010,TJ Murtagh,SR Thompson,CA Young,WTS Porterfield,30.0
11011,TJ Murtagh,SR Thompson,CA Young,Simi Singh,0.0
11012,TJ Murtagh,SR Thompson,J Cameron-Dow,CA Young,0.0
11013,TJ Murtagh,SR Thompson,MR Adair,CA Young,0.0
11014,A Balbirnie,SR Thompson,KJ O'Brien,CA Young,0.0
11015,SR Thompson,KJ O'Brien,CA Young,C Campher,0.0
11016,SR Thompson,KJ O'Brien,CA Young,AR Cusack,0.0
11017,SR Thompson,KJ O'Brien,SW Poynter,CA Young,0.0
11018,PKD Chase,SR Thompson,KJ O'Brien,CA Young,0.0
11019,SP Terry,SR Thompson,KJ O'Brien,CA Young,0.0
11020,SR Thompson,KJ O'Brien,CA Young,WTS Porterfield,0.0
11021,SR Thompson,KJ O'Brien,CA Young,Simi Singh,0.0
11022,J Cameron-Dow,SR Thompson,KJ O'Brien,CA Young,0.0
11023,SR Thompson,KJ O'Brien,CA Young,MR Adair,0.0
11024,A Balbirnie,SR Thompson,CA Young,C Campher,0.0
11025,A Balbirnie,SR Thompson,CA Young,AR Cusack,0.0
11026,A Balbirnie,SR Thompson,SW Poynter,CA Young,0.0
11027,A Balbirnie,SR Thompson,PKD Chase,CA Young,0.0
11028,A Balbirnie,SR Thompson,SP Terry,CA Young,0.0
11029,A Balbirnie,SR Thompson,CA Young,WTS Porterfield,40.0
11030,A Balbirnie,SR Thompson,CA Young,Simi Singh,0.0
11031,A Balbirnie,SR Thompson,J Cameron-Dow,CA Young,0.0
11032,A Balbirnie,SR Thompson,MR Adair,CA Young,0.0
11033,SR Thompson,AR Cusack,CA Young,C Campher,0.0
11034,SR Thompson,SW Poynter,CA Young,C Campher,0.0
11035,SR Thompson,PKD Chase,CA Young,C Campher,0.0
11036,SP Terry,SR Thompson,CA Young,C Campher,0.0
11037,WTS Porterfield,SR Thompson,CA Young,C Campher,0.0
11038,SR Thompson,Simi Singh,CA Young,C Campher,0.0
11039,J Cameron-Dow,SR Thompson,CA Young,C Campher,0.0
11040,SR Thompson,MR Adair,CA Young,C Campher,0.0
11041,SR Thompson,SW Poynter,CA Young,AR Cusack,0.0
11042,SR Thompson,PKD Chase,CA Young,AR Cusack,0.0
11043,SP Terry,SR Thompson,CA Young,AR Cusack,0.0
11044,WTS Porterfield,SR Thompson,CA Young,AR Cusack,0.0
11045,SR Thompson,Simi Singh,CA Young,AR Cusack,0.0
11046,J Cameron-Dow,SR Thompson,CA Young,AR Cusack,0.0
11047,SR Thompson,MR Adair,CA Young,AR Cusack,0.0
11048,SR Thompson,PKD Chase,SW Poynter,CA Young,0.0
11049,SP Terry,SR Thompson,SW Poynter,CA Young,0.0
11050,SR Thompson,SW Poynter,CA Young,WTS Porterfield,0.0
11051,SR Thompson,SW Poynter,CA Young,Simi Singh,0.0
11052,J Cameron-Dow,SR Thompson,SW Poynter,CA Young,0.0
11053,SR Thompson,MR Adair,SW Poynter,CA Young,0.0
11054,SP Terry,SR Thompson,PKD Chase,CA Young,0.0
11055,SR Thompson,PKD Chase,CA Young,WTS Porterfield,0.0
11056,SR Thompson,PKD Chase,CA Young,Simi Singh,0.0
11057,J Cameron-Dow,SR Thompson,PKD Chase,CA Young,0.0
11058,SR Thompson,PKD Chase,CA Young,MR Adair,0.0
11059,SP Terry,SR Thompson,CA Young,WTS Porterfield,0.0
11060,SP Terry,SR Thompson,CA Young,Simi Singh,0.0
11061,SP Terry,SR Thompson,J Cameron-Dow,CA Young,0.0
11062,SP Terry,SR Thompson,MR Adair,CA Young,0.0
11063,SR Thompson,Simi Singh,CA Young,WTS Porterfield,0.0
11064,J Cameron-Dow,SR Thompson,CA Young,WTS Porterfield,0.0
11065,SR Thompson,MR Adair,CA Young,WTS Porterfield,0.0
11066,J Cameron-Dow,SR Thompson,CA Young,Simi Singh,0.0
11067,SR Thompson,MR Adair,CA Young,Simi Singh,0.0
11068,J Cameron-Dow,SR Thompson,MR Adair,CA Young,0.0
11069,BJ McCarthy,MC Sorensen,SR Thompson,GC Wilson,0.0
11070,BJ McCarthy,MC Sorensen,SR Thompson,LJ Tucker,0.0
11071,BJ McCarthy,MC Sorensen,SR Thompson,JB Little,0.0
11072,BJ McCarthy,MC Sorensen,SR Thompson,EC Joyce,0.0
11073,BJ McCarthy,MC Sorensen,SR Thompson,JF Mooney,0.0
11074,BJ McCarthy,MC Sorensen,SR Thompson,JA McCollum,0.0
11075,BJ McCarthy,MC Sorensen,SR Thompson,TJ Murtagh,0.0
11076,BJ McCarthy,MC Sorensen,SR Thompson,KJ O'Brien,0.0
11077,BJ McCarthy,MC Sorensen,SR Thompson,A Balbirnie,0.0
11078,BJ McCarthy,MC Sorensen,SR Thompson,C Campher,0.0
11079,BJ McCarthy,MC Sorensen,SR Thompson,AR Cusack,0.0
11080,BJ McCarthy,MC Sorensen,SR Thompson,SW Poynter,0.0
