,player-1,player-2,player-3,player-4,avg
34321,JB Little,KJ O'Brien,JA McCollum,C Campher,0.0
34322,JB Little,KJ O'Brien,JA McCollum,AR Cusack,0.0
34323,JB Little,KJ O'Brien,JA McCollum,SW Poynter,0.0
34324,JB Little,PKD Chase,KJ O'Brien,JA McCollum,0.0
34325,JB Little,KJ O'Brien,JA McCollum,SP Terry,0.0
34326,JB Little,KJ O'Brien,JA McCollum,WTS Porterfield,86.5
34327,JB Little,KJ O'Brien,JA McCollum,Simi Singh,0.0
34328,JB Little,J Cameron-Dow,KJ O'Brien,JA McCollum,0.0
34329,JB Little,KJ O'Brien,JA McCollum,MR Adair,56.0
34330,JB Little,A Balbirnie,JA McCollum,C Campher,0.0
34331,JB Little,A Balbirnie,JA McCollum,AR Cusack,0.0
34332,JB Little,A Balbirnie,JA McCollum,SW Poynter,0.0
34333,JB Little,A Balbirnie,PKD Chase,JA McCollum,0.0
34334,JB Little,A Balbirnie,JA McCollum,SP Terry,0.0
34335,JB Little,A Balbirnie,JA McCollum,WTS Porterfield,131.0
34336,JB Little,A Balbirnie,JA McCollum,Simi Singh,0.0
34337,JB Little,A Balbirnie,JA McCollum,J Cameron-Dow,0.0
34338,JB Little,A Balbirnie,JA McCollum,MR Adair,100.5
34339,JB Little,AR Cusack,JA McCollum,C Campher,0.0
34340,JB Little,JA McCollum,SW Poynter,C Campher,0.0
34341,JB Little,PKD Chase,JA McCollum,C Campher,0.0
34342,JB Little,JA McCollum,SP Terry,C Campher,0.0
34343,JB Little,JA McCollum,WTS Porterfield,C Campher,0.0
34344,JB Little,Simi Singh,JA McCollum,C Campher,0.0
34345,JB Little,J Cameron-Dow,JA McCollum,C Campher,0.0
34346,JB Little,JA McCollum,MR Adair,C Campher,0.0
34347,JB Little,JA McCollum,SW Poynter,AR Cusack,0.0
34348,JB Little,PKD Chase,JA McCollum,AR Cusack,0.0
34349,JB Little,JA McCollum,SP Terry,AR Cusack,0.0
34350,JB Little,JA McCollum,WTS Porterfield,AR Cusack,0.0
34351,JB Little,Simi Singh,JA McCollum,AR Cusack,0.0
34352,JB Little,J Cameron-Dow,JA McCollum,AR Cusack,0.0
34353,JB Little,JA McCollum,MR Adair,AR Cusack,0.0
34354,JB Little,PKD Chase,JA McCollum,SW Poynter,0.0
34355,JB Little,JA McCollum,SP Terry,SW Poynter,0.0
34356,JB Little,JA McCollum,WTS Porterfield,SW Poynter,0.0
34357,JB Little,Simi Singh,JA McCollum,SW Poynter,0.0
34358,JB Little,J Cameron-Dow,JA McCollum,SW Poynter,0.0
34359,JB Little,JA McCollum,MR Adair,SW Poynter,0.0
34360,JB Little,PKD Chase,JA McCollum,SP Terry,0.0
34361,JB Little,PKD Chase,JA McCollum,WTS Porterfield,0.0
34362,JB Little,PKD Chase,JA McCollum,Simi Singh,0.0
34363,JB Little,J Cameron-Dow,PKD Chase,JA McCollum,0.0
34364,JB Little,PKD Chase,JA McCollum,MR Adair,0.0
34365,JB Little,JA McCollum,SP Terry,WTS Porterfield,0.0
34366,JB Little,JA McCollum,SP Terry,Simi Singh,0.0
34367,JB Little,J Cameron-Dow,JA McCollum,SP Terry,0.0
34368,JB Little,MR Adair,JA McCollum,SP Terry,0.0
34369,JB Little,Simi Singh,JA McCollum,WTS Porterfield,0.0
34370,JB Little,J Cameron-Dow,JA McCollum,WTS Porterfield,0.0
34371,JB Little,JA McCollum,MR Adair,WTS Porterfield,71.5
34372,JB Little,J Cameron-Dow,JA McCollum,Simi Singh,0.0
34373,JB Little,JA McCollum,MR Adair,Simi Singh,0.0
34374,JB Little,J Cameron-Dow,JA McCollum,MR Adair,0.0
34375,JB Little,TJ Murtagh,KJ O'Brien,A Balbirnie,119.66666666666667
34376,JB Little,TJ Murtagh,KJ O'Brien,C Campher,0.0
34377,JB Little,TJ Murtagh,KJ O'Brien,AR Cusack,0.0
34378,JB Little,TJ Murtagh,KJ O'Brien,SW Poynter,0.0
34379,JB Little,TJ Murtagh,PKD Chase,KJ O'Brien,0.0
34380,JB Little,TJ Murtagh,KJ O'Brien,SP Terry,0.0
34381,JB Little,TJ Murtagh,KJ O'Brien,WTS Porterfield,66.0
34382,JB Little,TJ Murtagh,KJ O'Brien,Simi Singh,0.0
34383,JB Little,TJ Murtagh,KJ O'Brien,J Cameron-Dow,0.0
34384,JB Little,TJ Murtagh,KJ O'Brien,MR Adair,77.66666666666667
34385,JB Little,TJ Murtagh,A Balbirnie,C Campher,0.0
34386,JB Little,TJ Murtagh,A Balbirnie,AR Cusack,0.0
34387,JB Little,TJ Murtagh,A Balbirnie,SW Poynter,0.0
34388,JB Little,TJ Murtagh,PKD Chase,A Balbirnie,0.0
34389,JB Little,TJ Murtagh,A Balbirnie,SP Terry,0.0
34390,JB Little,TJ Murtagh,A Balbirnie,WTS Porterfield,85.33333333333333
34391,JB Little,TJ Murtagh,A Balbirnie,Simi Singh,0.0
34392,JB Little,TJ Murtagh,A Balbirnie,J Cameron-Dow,0.0
34393,JB Little,TJ Murtagh,A Balbirnie,MR Adair,97.0
34394,JB Little,TJ Murtagh,AR Cusack,C Campher,0.0
34395,JB Little,TJ Murtagh,SW Poynter,C Campher,0.0
34396,JB Little,TJ Murtagh,PKD Chase,C Campher,0.0
34397,JB Little,TJ Murtagh,SP Terry,C Campher,0.0
34398,JB Little,TJ Murtagh,WTS Porterfield,C Campher,0.0
34399,JB Little,TJ Murtagh,Simi Singh,C Campher,0.0
34400,JB Little,TJ Murtagh,J Cameron-Dow,C Campher,0.0
34401,JB Little,TJ Murtagh,MR Adair,C Campher,0.0
34402,JB Little,TJ Murtagh,SW Poynter,AR Cusack,0.0
34403,JB Little,TJ Murtagh,PKD Chase,AR Cusack,0.0
34404,JB Little,TJ Murtagh,SP Terry,AR Cusack,0.0
34405,JB Little,TJ Murtagh,WTS Porterfield,AR Cusack,0.0
34406,JB Little,TJ Murtagh,Simi Singh,AR Cusack,0.0
34407,JB Little,TJ Murtagh,J Cameron-Dow,AR Cusack,0.0
34408,JB Little,TJ Murtagh,MR Adair,AR Cusack,0.0
34409,JB Little,TJ Murtagh,PKD Chase,SW Poynter,0.0
34410,JB Little,TJ Murtagh,SW Poynter,SP Terry,0.0
34411,JB Little,TJ Murtagh,SW Poynter,WTS Porterfield,0.0
34412,JB Little,TJ Murtagh,SW Poynter,Simi Singh,0.0
34413,JB Little,TJ Murtagh,SW Poynter,J Cameron-Dow,0.0
34414,JB Little,TJ Murtagh,SW Poynter,MR Adair,0.0
34415,JB Little,TJ Murtagh,PKD Chase,SP Terry,0.0
34416,JB Little,TJ Murtagh,PKD Chase,WTS Porterfield,0.0
34417,JB Little,TJ Murtagh,PKD Chase,Simi Singh,0.0
34418,JB Little,TJ Murtagh,PKD Chase,J Cameron-Dow,0.0
34419,JB Little,TJ Murtagh,PKD Chase,MR Adair,0.0
34420,JB Little,TJ Murtagh,SP Terry,WTS Porterfield,0.0
34421,JB Little,TJ Murtagh,SP Terry,Simi Singh,0.0
34422,JB Little,TJ Murtagh,J Cameron-Dow,SP Terry,0.0
34423,JB Little,TJ Murtagh,MR Adair,SP Terry,0.0
34424,JB Little,TJ Murtagh,Simi Singh,WTS Porterfield,0.0
34425,JB Little,TJ Murtagh,J Cameron-Dow,WTS Porterfield,0.0
34426,JB Little,TJ Murtagh,MR Adair,WTS Porterfield,43.333333333333336
34427,JB Little,TJ Murtagh,J Cameron-Dow,Simi Singh,0.0
34428,JB Little,TJ Murtagh,MR Adair,Simi Singh,0.0
34429,JB Little,TJ Murtagh,J Cameron-Dow,MR Adair,0.0
34430,JB Little,A Balbirnie,KJ O'Brien,C Campher,110.0
34431,JB Little,A Balbirnie,KJ O'Brien,AR Cusack,0.0
34432,JB Little,A Balbirnie,KJ O'Brien,SW Poynter,0.0
34433,JB Little,A Balbirnie,PKD Chase,KJ O'Brien,0.0
34434,JB Little,A Balbirnie,KJ O'Brien,SP Terry,0.0
34435,JB Little,A Balbirnie,KJ O'Brien,WTS Porterfield,121.5
34436,JB Little,A Balbirnie,KJ O'Brien,Simi Singh,43.0
34437,JB Little,A Balbirnie,KJ O'Brien,J Cameron-Dow,0.0
34438,JB Little,A Balbirnie,KJ O'Brien,MR Adair,114.4
34439,JB Little,AR Cusack,KJ O'Brien,C Campher,0.0
34440,JB Little,KJ O'Brien,SW Poynter,C Campher,0.0
34441,JB Little,PKD Chase,KJ O'Brien,C Campher,0.0
34442,JB Little,KJ O'Brien,SP Terry,C Campher,0.0
34443,JB Little,KJ O'Brien,WTS Porterfield,C Campher,0.0
34444,JB Little,KJ O'Brien,Simi Singh,C Campher,96.0
34445,JB Little,J Cameron-Dow,KJ O'Brien,C Campher,0.0
34446,JB Little,KJ O'Brien,MR Adair,C Campher,21.0
34447,JB Little,KJ O'Brien,SW Poynter,AR Cusack,0.0
34448,JB Little,PKD Chase,KJ O'Brien,AR Cusack,0.0
34449,JB Little,KJ O'Brien,SP Terry,AR Cusack,0.0
34450,JB Little,KJ O'Brien,WTS Porterfield,AR Cusack,0.0
34451,JB Little,KJ O'Brien,Simi Singh,AR Cusack,0.0
34452,JB Little,J Cameron-Dow,KJ O'Brien,AR Cusack,0.0
34453,JB Little,KJ O'Brien,MR Adair,AR Cusack,0.0
34454,JB Little,PKD Chase,KJ O'Brien,SW Poynter,0.0
34455,JB Little,KJ O'Brien,SW Poynter,SP Terry,0.0
34456,JB Little,KJ O'Brien,SW Poynter,WTS Porterfield,0.0
34457,JB Little,KJ O'Brien,SW Poynter,Simi Singh,0.0
34458,JB Little,J Cameron-Dow,KJ O'Brien,SW Poynter,0.0
34459,JB Little,KJ O'Brien,SW Poynter,MR Adair,0.0
34460,JB Little,PKD Chase,KJ O'Brien,SP Terry,0.0
34461,JB Little,PKD Chase,KJ O'Brien,WTS Porterfield,0.0
34462,JB Little,PKD Chase,KJ O'Brien,Simi Singh,0.0
34463,JB Little,J Cameron-Dow,PKD Chase,KJ O'Brien,0.0
34464,JB Little,PKD Chase,KJ O'Brien,MR Adair,0.0
34465,JB Little,KJ O'Brien,SP Terry,WTS Porterfield,0.0
34466,JB Little,KJ O'Brien,SP Terry,Simi Singh,0.0
34467,JB Little,J Cameron-Dow,KJ O'Brien,SP Terry,0.0
34468,JB Little,MR Adair,KJ O'Brien,SP Terry,0.0
34469,JB Little,KJ O'Brien,Simi Singh,WTS Porterfield,0.0
34470,JB Little,J Cameron-Dow,KJ O'Brien,WTS Porterfield,0.0
34471,JB Little,KJ O'Brien,MR Adair,WTS Porterfield,87.75
34472,JB Little,J Cameron-Dow,KJ O'Brien,Simi Singh,0.0
34473,JB Little,KJ O'Brien,MR Adair,Simi Singh,0.0
34474,JB Little,J Cameron-Dow,KJ O'Brien,MR Adair,0.0
34475,JB Little,A Balbirnie,AR Cusack,C Campher,0.0
34476,JB Little,A Balbirnie,SW Poynter,C Campher,0.0
34477,JB Little,A Balbirnie,PKD Chase,C Campher,0.0
34478,JB Little,A Balbirnie,SP Terry,C Campher,0.0
34479,JB Little,A Balbirnie,WTS Porterfield,C Campher,0.0
34480,JB Little,A Balbirnie,Simi Singh,C Campher,108.0
34481,JB Little,A Balbirnie,J Cameron-Dow,C Campher,0.0
34482,JB Little,A Balbirnie,MR Adair,C Campher,113.0
34483,JB Little,A Balbirnie,SW Poynter,AR Cusack,0.0
34484,JB Little,A Balbirnie,PKD Chase,AR Cusack,0.0
34485,JB Little,A Balbirnie,SP Terry,AR Cusack,0.0
34486,JB Little,A Balbirnie,WTS Porterfield,AR Cusack,0.0
34487,JB Little,A Balbirnie,Simi Singh,AR Cusack,0.0
34488,JB Little,A Balbirnie,J Cameron-Dow,AR Cusack,0.0
34489,JB Little,A Balbirnie,MR Adair,AR Cusack,0.0
34490,JB Little,A Balbirnie,PKD Chase,SW Poynter,0.0
34491,JB Little,A Balbirnie,SW Poynter,SP Terry,0.0
34492,JB Little,A Balbirnie,SW Poynter,WTS Porterfield,0.0
34493,JB Little,A Balbirnie,SW Poynter,Simi Singh,0.0
34494,JB Little,A Balbirnie,SW Poynter,J Cameron-Dow,0.0
34495,JB Little,A Balbirnie,SW Poynter,MR Adair,0.0
34496,JB Little,A Balbirnie,PKD Chase,SP Terry,0.0
34497,JB Little,A Balbirnie,PKD Chase,WTS Porterfield,0.0
34498,JB Little,A Balbirnie,PKD Chase,Simi Singh,0.0
34499,JB Little,A Balbirnie,PKD Chase,J Cameron-Dow,0.0
34500,JB Little,A Balbirnie,PKD Chase,MR Adair,0.0
34501,JB Little,A Balbirnie,SP Terry,WTS Porterfield,0.0
34502,JB Little,A Balbirnie,SP Terry,Simi Singh,0.0
34503,JB Little,A Balbirnie,J Cameron-Dow,SP Terry,0.0
34504,JB Little,A Balbirnie,MR Adair,SP Terry,0.0
34505,JB Little,A Balbirnie,Simi Singh,WTS Porterfield,0.0
34506,JB Little,A Balbirnie,J Cameron-Dow,WTS Porterfield,0.0
34507,JB Little,A Balbirnie,MR Adair,WTS Porterfield,106.5
34508,JB Little,A Balbirnie,J Cameron-Dow,Simi Singh,0.0
34509,JB Little,A Balbirnie,MR Adair,Simi Singh,0.0
34510,JB Little,A Balbirnie,J Cameron-Dow,MR Adair,0.0
34511,JB Little,AR Cusack,SW Poynter,C Campher,0.0
34512,JB Little,AR Cusack,PKD Chase,C Campher,0.0
34513,JB Little,AR Cusack,SP Terry,C Campher,0.0
34514,JB Little,AR Cusack,WTS Porterfield,C Campher,0.0
34515,JB Little,AR Cusack,Simi Singh,C Campher,0.0
34516,JB Little,J Cameron-Dow,AR Cusack,C Campher,0.0
34517,JB Little,AR Cusack,MR Adair,C Campher,0.0
34518,JB Little,PKD Chase,SW Poynter,C Campher,0.0
34519,JB Little,SW Poynter,SP Terry,C Campher,0.0
34520,JB Little,SW Poynter,WTS Porterfield,C Campher,0.0
34521,JB Little,Simi Singh,SW Poynter,C Campher,0.0
34522,JB Little,J Cameron-Dow,SW Poynter,C Campher,0.0
34523,JB Little,SW Poynter,MR Adair,C Campher,0.0
34524,JB Little,PKD Chase,SP Terry,C Campher,0.0
34525,JB Little,PKD Chase,WTS Porterfield,C Campher,0.0
34526,JB Little,PKD Chase,Simi Singh,C Campher,0.0
34527,JB Little,J Cameron-Dow,PKD Chase,C Campher,0.0
34528,JB Little,PKD Chase,MR Adair,C Campher,0.0
34529,JB Little,WTS Porterfield,SP Terry,C Campher,0.0
34530,JB Little,Simi Singh,SP Terry,C Campher,0.0
34531,JB Little,J Cameron-Dow,SP Terry,C Campher,0.0
34532,JB Little,MR Adair,SP Terry,C Campher,0.0
34533,JB Little,Simi Singh,WTS Porterfield,C Campher,0.0
34534,JB Little,J Cameron-Dow,WTS Porterfield,C Campher,0.0
34535,JB Little,MR Adair,WTS Porterfield,C Campher,0.0
34536,JB Little,J Cameron-Dow,Simi Singh,C Campher,0.0
34537,JB Little,Simi Singh,MR Adair,C Campher,0.0
34538,JB Little,J Cameron-Dow,MR Adair,C Campher,0.0
34539,JB Little,PKD Chase,SW Poynter,AR Cusack,0.0
34540,JB Little,SW Poynter,SP Terry,AR Cusack,0.0
34541,JB Little,SW Poynter,WTS Porterfield,AR Cusack,0.0
34542,JB Little,Simi Singh,SW Poynter,AR Cusack,0.0
34543,JB Little,J Cameron-Dow,SW Poynter,AR Cusack,0.0
34544,JB Little,SW Poynter,MR Adair,AR Cusack,0.0
34545,JB Little,PKD Chase,SP Terry,AR Cusack,0.0
34546,JB Little,PKD Chase,WTS Porterfield,AR Cusack,0.0
34547,JB Little,PKD Chase,Simi Singh,AR Cusack,0.0
34548,JB Little,J Cameron-Dow,PKD Chase,AR Cusack,0.0
34549,JB Little,PKD Chase,MR Adair,AR Cusack,0.0
34550,JB Little,WTS Porterfield,SP Terry,AR Cusack,0.0
34551,JB Little,Simi Singh,SP Terry,AR Cusack,0.0
34552,JB Little,J Cameron-Dow,SP Terry,AR Cusack,0.0
34553,JB Little,MR Adair,SP Terry,AR Cusack,0.0
34554,JB Little,Simi Singh,WTS Porterfield,AR Cusack,0.0
34555,JB Little,J Cameron-Dow,WTS Porterfield,AR Cusack,0.0
34556,JB Little,MR Adair,WTS Porterfield,AR Cusack,0.0
34557,JB Little,J Cameron-Dow,Simi Singh,AR Cusack,0.0
34558,JB Little,Simi Singh,MR Adair,AR Cusack,0.0
34559,JB Little,J Cameron-Dow,MR Adair,AR Cusack,0.0
34560,JB Little,PKD Chase,SW Poynter,SP Terry,0.0
34561,JB Little,PKD Chase,SW Poynter,WTS Porterfield,0.0
34562,JB Little,PKD Chase,SW Poynter,Simi Singh,0.0
34563,JB Little,J Cameron-Dow,PKD Chase,SW Poynter,0.0
34564,JB Little,PKD Chase,SW Poynter,MR Adair,0.0
34565,JB Little,SW Poynter,SP Terry,WTS Porterfield,0.0
34566,JB Little,SW Poynter,SP Terry,Simi Singh,0.0
34567,JB Little,J Cameron-Dow,SW Poynter,SP Terry,0.0
34568,JB Little,MR Adair,SW Poynter,SP Terry,0.0
34569,JB Little,Simi Singh,SW Poynter,WTS Porterfield,0.0
34570,JB Little,J Cameron-Dow,SW Poynter,WTS Porterfield,0.0
34571,JB Little,SW Poynter,MR Adair,WTS Porterfield,0.0
34572,JB Little,J Cameron-Dow,SW Poynter,Simi Singh,0.0
34573,JB Little,SW Poynter,MR Adair,Simi Singh,0.0
34574,JB Little,J Cameron-Dow,SW Poynter,MR Adair,0.0
34575,JB Little,PKD Chase,SP Terry,WTS Porterfield,0.0
34576,JB Little,PKD Chase,SP Terry,Simi Singh,0.0
34577,JB Little,J Cameron-Dow,PKD Chase,SP Terry,0.0
34578,JB Little,MR Adair,PKD Chase,SP Terry,0.0
34579,JB Little,PKD Chase,Simi Singh,WTS Porterfield,0.0
34580,JB Little,J Cameron-Dow,PKD Chase,WTS Porterfield,0.0
34581,JB Little,PKD Chase,MR Adair,WTS Porterfield,0.0
34582,JB Little,J Cameron-Dow,PKD Chase,Simi Singh,0.0
34583,JB Little,PKD Chase,MR Adair,Simi Singh,0.0
34584,JB Little,J Cameron-Dow,PKD Chase,MR Adair,0.0
34585,JB Little,Simi Singh,SP Terry,WTS Porterfield,0.0
34586,JB Little,J Cameron-Dow,SP Terry,WTS Porterfield,0.0
34587,JB Little,MR Adair,SP Terry,WTS Porterfield,0.0
34588,JB Little,J Cameron-Dow,SP Terry,Simi Singh,0.0
34589,JB Little,MR Adair,SP Terry,Simi Singh,0.0
34590,JB Little,J Cameron-Dow,MR Adair,SP Terry,0.0
34591,JB Little,J Cameron-Dow,Simi Singh,WTS Porterfield,0.0
34592,JB Little,Simi Singh,MR Adair,WTS Porterfield,0.0
34593,JB Little,J Cameron-Dow,MR Adair,WTS Porterfield,0.0
34594,JB Little,J Cameron-Dow,MR Adair,Simi Singh,0.0
34595,JA McCollum,TJ Murtagh,JF Mooney,EC Joyce,0.0
34596,JA McCollum,KJ O'Brien,JF Mooney,EC Joyce,0.0
34597,JA McCollum,A Balbirnie,JF Mooney,EC Joyce,0.0
34598,JA McCollum,JF Mooney,EC Joyce,C Campher,0.0
34599,JA McCollum,JF Mooney,EC Joyce,AR Cusack,0.0
34600,JA McCollum,JF Mooney,EC Joyce,SW Poynter,0.0
34601,JA McCollum,PKD Chase,JF Mooney,EC Joyce,0.0
34602,JA McCollum,SP Terry,JF Mooney,EC Joyce,0.0
34603,JA McCollum,JF Mooney,EC Joyce,WTS Porterfield,0.0
34604,JA McCollum,JF Mooney,EC Joyce,Simi Singh,0.0
34605,JA McCollum,J Cameron-Dow,JF Mooney,EC Joyce,0.0
34606,JA McCollum,MR Adair,JF Mooney,EC Joyce,0.0
34607,TJ Murtagh,KJ O'Brien,JF Mooney,EC Joyce,51.5
34608,TJ Murtagh,A Balbirnie,JF Mooney,EC Joyce,52.333333333333336
34609,TJ Murtagh,JF Mooney,EC Joyce,C Campher,0.0
34610,TJ Murtagh,JF Mooney,EC Joyce,AR Cusack,0.0
34611,TJ Murtagh,JF Mooney,EC Joyce,SW Poynter,0.0
34612,TJ Murtagh,PKD Chase,JF Mooney,EC Joyce,0.0
34613,TJ Murtagh,SP Terry,JF Mooney,EC Joyce,0.0
34614,TJ Murtagh,JF Mooney,EC Joyce,WTS Porterfield,49.666666666666664
34615,TJ Murtagh,JF Mooney,EC Joyce,Simi Singh,0.0
34616,TJ Murtagh,JF Mooney,EC Joyce,J Cameron-Dow,0.0
34617,TJ Murtagh,MR Adair,JF Mooney,EC Joyce,0.0
34618,A Balbirnie,KJ O'Brien,JF Mooney,EC Joyce,95.22222222222223
34619,KJ O'Brien,JF Mooney,EC Joyce,C Campher,0.0
34620,KJ O'Brien,JF Mooney,EC Joyce,AR Cusack,72.8
34621,KJ O'Brien,JF Mooney,EC Joyce,SW Poynter,0.0
34622,PKD Chase,KJ O'Brien,JF Mooney,EC Joyce,0.0
34623,SP Terry,KJ O'Brien,JF Mooney,EC Joyce,0.0
34624,KJ O'Brien,JF Mooney,EC Joyce,WTS Porterfield,95.11111111111111
34625,KJ O'Brien,JF Mooney,EC Joyce,Simi Singh,0.0
34626,J Cameron-Dow,KJ O'Brien,JF Mooney,EC Joyce,0.0
34627,MR Adair,KJ O'Brien,JF Mooney,EC Joyce,0.0
34628,A Balbirnie,JF Mooney,EC Joyce,C Campher,0.0
34629,A Balbirnie,JF Mooney,EC Joyce,AR Cusack,93.4
34630,A Balbirnie,JF Mooney,EC Joyce,SW Poynter,0.0
34631,A Balbirnie,PKD Chase,JF Mooney,EC Joyce,0.0
34632,A Balbirnie,SP Terry,JF Mooney,EC Joyce,0.0
34633,A Balbirnie,JF Mooney,EC Joyce,WTS Porterfield,103.4
34634,A Balbirnie,JF Mooney,EC Joyce,Simi Singh,0.0
34635,A Balbirnie,JF Mooney,EC Joyce,J Cameron-Dow,0.0
34636,A Balbirnie,MR Adair,JF Mooney,EC Joyce,0.0
34637,AR Cusack,JF Mooney,EC Joyce,C Campher,0.0
34638,SW Poynter,JF Mooney,EC Joyce,C Campher,0.0
34639,PKD Chase,JF Mooney,EC Joyce,C Campher,0.0
34640,SP Terry,JF Mooney,EC Joyce,C Campher,0.0
34641,WTS Porterfield,JF Mooney,EC Joyce,C Campher,0.0
34642,Simi Singh,JF Mooney,EC Joyce,C Campher,0.0
34643,J Cameron-Dow,JF Mooney,EC Joyce,C Campher,0.0
34644,MR Adair,JF Mooney,EC Joyce,C Campher,0.0
34645,SW Poynter,JF Mooney,EC Joyce,AR Cusack,0.0
34646,PKD Chase,JF Mooney,EC Joyce,AR Cusack,0.0
34647,SP Terry,JF Mooney,EC Joyce,AR Cusack,0.0
34648,WTS Porterfield,JF Mooney,EC Joyce,AR Cusack,99.6
34649,Simi Singh,JF Mooney,EC Joyce,AR Cusack,0.0
34650,J Cameron-Dow,JF Mooney,EC Joyce,AR Cusack,0.0
34651,MR Adair,JF Mooney,EC Joyce,AR Cusack,0.0
34652,PKD Chase,JF Mooney,EC Joyce,SW Poynter,0.0
34653,SP Terry,JF Mooney,EC Joyce,SW Poynter,0.0
34654,WTS Porterfield,JF Mooney,EC Joyce,SW Poynter,0.0
34655,Simi Singh,JF Mooney,EC Joyce,SW Poynter,0.0
34656,J Cameron-Dow,JF Mooney,EC Joyce,SW Poynter,0.0
34657,MR Adair,JF Mooney,EC Joyce,SW Poynter,0.0
34658,SP Terry,PKD Chase,JF Mooney,EC Joyce,0.0
34659,PKD Chase,JF Mooney,EC Joyce,WTS Porterfield,0.0
34660,PKD Chase,JF Mooney,EC Joyce,Simi Singh,0.0
34661,J Cameron-Dow,PKD Chase,JF Mooney,EC Joyce,0.0
34662,MR Adair,PKD Chase,JF Mooney,EC Joyce,0.0
34663,SP Terry,JF Mooney,EC Joyce,WTS Porterfield,0.0
34664,SP Terry,JF Mooney,EC Joyce,Simi Singh,0.0
34665,J Cameron-Dow,SP Terry,JF Mooney,EC Joyce,0.0
34666,SP Terry,MR Adair,JF Mooney,EC Joyce,0.0
34667,Simi Singh,JF Mooney,EC Joyce,WTS Porterfield,0.0
34668,J Cameron-Dow,JF Mooney,EC Joyce,WTS Porterfield,0.0
34669,MR Adair,JF Mooney,EC Joyce,WTS Porterfield,0.0
34670,J Cameron-Dow,JF Mooney,EC Joyce,Simi Singh,0.0
34671,MR Adair,JF Mooney,EC Joyce,Simi Singh,0.0
34672,J Cameron-Dow,MR Adair,JF Mooney,EC Joyce,0.0
34673,TJ Murtagh,KJ O'Brien,JA McCollum,EC Joyce,0.0
34674,TJ Murtagh,A Balbirnie,JA McCollum,EC Joyce,0.0
34675,TJ Murtagh,JA McCollum,EC Joyce,C Campher,0.0
34676,TJ Murtagh,JA McCollum,EC Joyce,AR Cusack,0.0
34677,TJ Murtagh,JA McCollum,EC Joyce,SW Poynter,0.0
34678,TJ Murtagh,PKD Chase,JA McCollum,EC Joyce,0.0
34679,TJ Murtagh,SP Terry,JA McCollum,EC Joyce,0.0
34680,TJ Murtagh,JA McCollum,EC Joyce,WTS Porterfield,0.0
34681,TJ Murtagh,JA McCollum,EC Joyce,Simi Singh,0.0
34682,TJ Murtagh,JA McCollum,EC Joyce,J Cameron-Dow,0.0
34683,TJ Murtagh,MR Adair,JA McCollum,EC Joyce,0.0
34684,A Balbirnie,KJ O'Brien,JA McCollum,EC Joyce,0.0
34685,KJ O'Brien,JA McCollum,EC Joyce,C Campher,0.0
34686,KJ O'Brien,JA McCollum,EC Joyce,AR Cusack,0.0
34687,KJ O'Brien,JA McCollum,EC Joyce,SW Poynter,0.0
34688,PKD Chase,KJ O'Brien,JA McCollum,EC Joyce,0.0
34689,SP Terry,KJ O'Brien,JA McCollum,EC Joyce,0.0
34690,KJ O'Brien,JA McCollum,EC Joyce,WTS Porterfield,0.0
34691,KJ O'Brien,JA McCollum,EC Joyce,Simi Singh,0.0
34692,J Cameron-Dow,KJ O'Brien,JA McCollum,EC Joyce,0.0
34693,MR Adair,KJ O'Brien,JA McCollum,EC Joyce,0.0
34694,A Balbirnie,JA McCollum,EC Joyce,C Campher,0.0
34695,A Balbirnie,JA McCollum,EC Joyce,AR Cusack,0.0
34696,A Balbirnie,JA McCollum,EC Joyce,SW Poynter,0.0
34697,A Balbirnie,PKD Chase,JA McCollum,EC Joyce,0.0
34698,A Balbirnie,SP Terry,JA McCollum,EC Joyce,0.0
34699,A Balbirnie,JA McCollum,EC Joyce,WTS Porterfield,0.0
34700,A Balbirnie,JA McCollum,EC Joyce,Simi Singh,0.0
34701,A Balbirnie,JA McCollum,EC Joyce,J Cameron-Dow,0.0
34702,A Balbirnie,MR Adair,JA McCollum,EC Joyce,0.0
34703,AR Cusack,JA McCollum,EC Joyce,C Campher,0.0
34704,SW Poynter,JA McCollum,EC Joyce,C Campher,0.0
34705,PKD Chase,JA McCollum,EC Joyce,C Campher,0.0
34706,SP Terry,JA McCollum,EC Joyce,C Campher,0.0
34707,WTS Porterfield,JA McCollum,EC Joyce,C Campher,0.0
34708,Simi Singh,JA McCollum,EC Joyce,C Campher,0.0
34709,J Cameron-Dow,JA McCollum,EC Joyce,C Campher,0.0
34710,MR Adair,JA McCollum,EC Joyce,C Campher,0.0
34711,SW Poynter,JA McCollum,EC Joyce,AR Cusack,0.0
34712,PKD Chase,JA McCollum,EC Joyce,AR Cusack,0.0
34713,SP Terry,JA McCollum,EC Joyce,AR Cusack,0.0
34714,WTS Porterfield,JA McCollum,EC Joyce,AR Cusack,0.0
34715,Simi Singh,JA McCollum,EC Joyce,AR Cusack,0.0
34716,J Cameron-Dow,JA McCollum,EC Joyce,AR Cusack,0.0
34717,MR Adair,JA McCollum,EC Joyce,AR Cusack,0.0
34718,PKD Chase,JA McCollum,EC Joyce,SW Poynter,0.0
34719,SP Terry,JA McCollum,EC Joyce,SW Poynter,0.0
34720,WTS Porterfield,JA McCollum,EC Joyce,SW Poynter,0.0
