,player-1,player-2,player-3,avg
289,JF Mooney,SW Poynter,PKD Chase,0.0
290,JF Mooney,MR Adair,SW Poynter,0.0
291,JF Mooney,SW Poynter,C Campher,0.0
292,JF Mooney,SW Poynter,SR Thompson,0.0
293,JF Mooney,SW Poynter,AR Cusack,0.0
294,SW Poynter,J Anderson,KJ O'Brien,73.83333333333333
295,SW Poynter,TJ Murtagh,KJ O'Brien,40.75
296,SW Poynter,JB Little,KJ O'Brien,0.0
297,BJ McCarthy,SW Poynter,KJ O'Brien,44.45454545454545
298,CA Young,SW Poynter,KJ O'Brien,49.0
299,SW Poynter,GH Dockrell,KJ O'Brien,49.4
300,SW Poynter,SC Getkate,KJ O'Brien,0.0
301,Simi Singh,SW Poynter,KJ O'Brien,36.4
302,PR Stirling,SW Poynter,KJ O'Brien,76.25
303,SW Poynter,WB Rankin,KJ O'Brien,41.77777777777778
304,J Cameron-Dow,SW Poynter,KJ O'Brien,31.666666666666668
305,SW Poynter,WTS Porterfield,KJ O'Brien,56.5
306,NJ O'Brien,SW Poynter,KJ O'Brien,30.666666666666668
307,PKD Chase,SW Poynter,KJ O'Brien,41.142857142857146
308,MR Adair,SW Poynter,KJ O'Brien,0.0
309,C Campher,SW Poynter,KJ O'Brien,0.0
310,SW Poynter,SR Thompson,KJ O'Brien,0.0
311,SW Poynter,AR Cusack,KJ O'Brien,0.0
312,SW Poynter,J Anderson,TJ Murtagh,48.5
313,SW Poynter,J Anderson,JB Little,0.0
314,BJ McCarthy,SW Poynter,J Anderson,53.8
315,CA Young,SW Poynter,J Anderson,13.0
316,GH Dockrell,SW Poynter,J Anderson,39.666666666666664
317,SW Poynter,J Anderson,SC Getkate,0.0
318,Simi Singh,SW Poynter,J Anderson,0.0
319,PR Stirling,SW Poynter,J Anderson,68.83333333333333
320,SW Poynter,J Anderson,WB Rankin,67.66666666666667
321,J Cameron-Dow,SW Poynter,J Anderson,0.0
322,SW Poynter,WTS Porterfield,J Anderson,65.66666666666667
323,SW Poynter,J Anderson,NJ O'Brien,0.0
324,PKD Chase,SW Poynter,J Anderson,30.0
325,MR Adair,SW Poynter,J Anderson,0.0
326,C Campher,SW Poynter,J Anderson,0.0
327,SW Poynter,SR Thompson,J Anderson,0.0
328,SW Poynter,AR Cusack,J Anderson,0.0
329,SW Poynter,JB Little,TJ Murtagh,0.0
330,BJ McCarthy,SW Poynter,TJ Murtagh,20.727272727272727
331,CA Young,SW Poynter,TJ Murtagh,21.0
332,SW Poynter,GH Dockrell,TJ Murtagh,31.9
333,SW Poynter,SC Getkate,TJ Murtagh,0.0
334,Simi Singh,SW Poynter,TJ Murtagh,17.8
335,PR Stirling,SW Poynter,TJ Murtagh,53.0
336,SW Poynter,WB Rankin,TJ Murtagh,20.555555555555557
337,J Cameron-Dow,SW Poynter,TJ Murtagh,5.0
338,SW Poynter,WTS Porterfield,TJ Murtagh,33.25
339,NJ O'Brien,SW Poynter,TJ Murtagh,23.666666666666668
340,PKD Chase,SW Poynter,TJ Murtagh,15.285714285714286
341,MR Adair,SW Poynter,TJ Murtagh,0.0
342,C Campher,SW Poynter,TJ Murtagh,0.0
343,SW Poynter,SR Thompson,TJ Murtagh,0.0
344,SW Poynter,AR Cusack,TJ Murtagh,0.0
