,player-1,player-2,combined_avg,sum_of_individual
201,AW Mathieson,MJ Guptill,67.0,42.44
202,MJ Guptill,TL Seifert,62.0,53.44
203,HM Nicholls,KA Jamieson,73.0,39.83
204,LRPL Taylor,HM Nicholls,78.02631578947368,73.77
205,MJ Henry,HM Nicholls,34.25,32.23
206,HM Nicholls,TL Seifert,68.0,38.33
207,KS Williamson,L Ronchi,62.23809523809525,58.6
208,SHA Rance,L Ronchi,32.0,13.74
209,TA Boult,L Ronchi,17.24137931034483,15.31
210,C de Grandhomme,KA Jamieson,44.0,29.63
211,AP Devcich,KS Williamson,88.5,53.86
212,LRPL Taylor,KS Williamson,92.18571428571428,91.3
213,DL Vettori,KS Williamson,54.08333333333334,52.09
214,MJ Henry,KS Williamson,55.57142857142857,49.76
215,AW Mathieson,KS Williamson,50.0,44.86
216,AP Devcich,TA Boult,11.5,10.57
217,LRPL Taylor,AW Mathieson,47.0,46.44
218,LRPL Taylor,TA Boult,48.078125,48.01
219,LRPL Taylor,C de Grandhomme,65.82352941176471,63.56999999999999
220,LRPL Taylor,TL Seifert,104.66666666666669,57.44
221,DL Vettori,MJ Henry,14.333333333333336,12.13
222,DAJ Bracewell,TA Boult,19.4,13.57
223,DAJ Bracewell,C de Grandhomme,60.0,29.13
224,AW Mathieson,MJ Henry,12.0,4.9
225,MJ Henry,TA Boult,7.758620689655173,6.470000000000001
226,TL Seifert,TA Boult,16.5,12.57
