player-1,player-2,player-3,avg
XJ Doherty,JR Hazlewood,PM Siddle,0
XJ Doherty,JR Hazlewood,SR Watson,0
XJ Doherty,JR Hazlewood,M Labuschagne,0
XJ Doherty,JR Hazlewood,TD Paine,0
XJ Doherty,JR Hazlewood,CA Lynn,0
XJ Doherty,JR Hazlewood,MA Starc,0
XJ Doherty,JR Hazlewood,SM Boland,0
MC Henriques,XJ Doherty,JR Hazlewood,0
XJ Doherty,JR Hazlewood,JL Pattinson,0
XJ Doherty,JR Hazlewood,DA Warner,0
XJ Doherty,JR Hazlewood,DJM Short,0
XJ Doherty,JR Hazlewood,MS Wade,0
XJ Doherty,JR Hazlewood,B Stanlake,0
XJ Doherty,JR Hazlewood,MR Marsh,0
AC Agar,XJ Doherty,JR Hazlewood,0
XJ Doherty,JR Hazlewood,AJ Finch,0
XJ Doherty,JR Hazlewood,SE Marsh,0
UT Khawaja,XJ Doherty,JR Hazlewood,0
AT Carey,XJ Doherty,JR Hazlewood,0
MP Stoinis,XJ Doherty,JR Hazlewood,0
GJ Bailey,XJ Doherty,JR Hazlewood,0
MJ Clarke,XJ Doherty,JR Hazlewood,0
XJ Doherty,JR Hazlewood,JM Mennie,0
XJ Doherty,JR Hazlewood,JP Behrendorff,0
XJ Doherty,JR Hazlewood,CL White,0
MG Johnson,XJ Doherty,JR Hazlewood,0
XJ Doherty,JR Hazlewood,JW Hastings,0
SD Heazlett,XJ Doherty,JR Hazlewood,0
XJ Doherty,JR Hazlewood,A Zampa,0
JA Richardson,XJ Doherty,JR Hazlewood,0
XJ Doherty,JR Hazlewood,SPD Smith,0
XJ Doherty,JR Hazlewood,PJ Cummins,0
XJ Doherty,JR Hazlewood,AJ Tye,0
XJ Doherty,JR Hazlewood,KW Richardson,0
XJ Doherty,JR Hazlewood,MG Neser,0
JA Burns,XJ Doherty,JR Hazlewood,0
XJ Doherty,JR Hazlewood,GJ Maxwell,0
XJ Doherty,JR Hazlewood,JS Paris,0
XJ Doherty,JR Hazlewood,AJ Turner,0
XJ Doherty,JR Hazlewood,NM Coulter-Nile,0
XJ Doherty,JR Hazlewood,GS Sandhu,0
XJ Doherty,JR Hazlewood,PSP Handscomb,0
XJ Doherty,JR Hazlewood,JP Faulkner,0
XJ Doherty,JR Hazlewood,BJ Haddin,0
XJ Doherty,JR Hazlewood,NM Lyon,0
XJ Doherty,JR Hazlewood,HWR Cartwright,0
XJ Doherty,JR Hazlewood,DJ Worrall,0
XJ Doherty,JR Hazlewood,TM Head,0
XJ Doherty,JR Hazlewood,CP Tremain,0
XJ Doherty,PM Siddle,SR Watson,0
XJ Doherty,PM Siddle,M Labuschagne,0
XJ Doherty,PM Siddle,TD Paine,0
XJ Doherty,PM Siddle,CA Lynn,0
XJ Doherty,PM Siddle,MA Starc,0
XJ Doherty,PM Siddle,SM Boland,0
MC Henriques,XJ Doherty,PM Siddle,0
XJ Doherty,PM Siddle,JL Pattinson,0
XJ Doherty,PM Siddle,DA Warner,0
XJ Doherty,PM Siddle,DJM Short,0
XJ Doherty,PM Siddle,MS Wade,0
XJ Doherty,PM Siddle,B Stanlake,0
XJ Doherty,PM Siddle,MR Marsh,0
AC Agar,XJ Doherty,PM Siddle,0
XJ Doherty,PM Siddle,AJ Finch,0
XJ Doherty,PM Siddle,SE Marsh,0
UT Khawaja,XJ Doherty,PM Siddle,0
AT Carey,XJ Doherty,PM Siddle,0
MP Stoinis,XJ Doherty,PM Siddle,0
GJ Bailey,XJ Doherty,PM Siddle,0
MJ Clarke,XJ Doherty,PM Siddle,0
XJ Doherty,PM Siddle,JM Mennie,0
XJ Doherty,PM Siddle,JP Behrendorff,0
XJ Doherty,PM Siddle,CL White,0
MG Johnson,XJ Doherty,PM Siddle,0
XJ Doherty,PM Siddle,JW Hastings,0
SD Heazlett,XJ Doherty,PM Siddle,0
XJ Doherty,PM Siddle,A Zampa,0
JA Richardson,XJ Doherty,PM Siddle,0
XJ Doherty,PM Siddle,SPD Smith,0
XJ Doherty,PM Siddle,PJ Cummins,0
XJ Doherty,PM Siddle,AJ Tye,0
XJ Doherty,PM Siddle,KW Richardson,0
XJ Doherty,PM Siddle,MG Neser,0
JA Burns,XJ Doherty,PM Siddle,0
XJ Doherty,PM Siddle,GJ Maxwell,0
XJ Doherty,PM Siddle,JS Paris,0
XJ Doherty,PM Siddle,AJ Turner,0
XJ Doherty,PM Siddle,NM Coulter-Nile,0
XJ Doherty,PM Siddle,GS Sandhu,0
XJ Doherty,PM Siddle,PSP Handscomb,0
XJ Doherty,PM Siddle,JP Faulkner,0
XJ Doherty,PM Siddle,BJ Haddin,0
XJ Doherty,PM Siddle,NM Lyon,0
XJ Doherty,PM Siddle,HWR Cartwright,0
XJ Doherty,PM Siddle,DJ Worrall,0
XJ Doherty,PM Siddle,TM Head,0
XJ Doherty,PM Siddle,CP Tremain,0
XJ Doherty,SR Watson,M Labuschagne,0
XJ Doherty,SR Watson,TD Paine,0
XJ Doherty,SR Watson,CA Lynn,0
XJ Doherty,SR Watson,MA Starc,41.5
XJ Doherty,SM Boland,SR Watson,0
MC Henriques,XJ Doherty,SR Watson,0
XJ Doherty,SR Watson,JL Pattinson,0
XJ Doherty,DA Warner,SR Watson,109.5
XJ Doherty,SR Watson,DJM Short,0
XJ Doherty,SR Watson,MS Wade,0
XJ Doherty,SR Watson,B Stanlake,0
XJ Doherty,MR Marsh,SR Watson,0
AC Agar,XJ Doherty,SR Watson,0
XJ Doherty,AJ Finch,SR Watson,61
XJ Doherty,SE Marsh,SR Watson,0
UT Khawaja,XJ Doherty,SR Watson,0
AT Carey,XJ Doherty,SR Watson,0
MP Stoinis,XJ Doherty,SR Watson,0
GJ Bailey,XJ Doherty,SR Watson,26
XJ Doherty,MJ Clarke,SR Watson,135
XJ Doherty,SR Watson,JM Mennie,0
XJ Doherty,JP Behrendorff,SR Watson,0
XJ Doherty,SR Watson,CL White,0
XJ Doherty,MG Johnson,SR Watson,70
XJ Doherty,SR Watson,JW Hastings,0
SD Heazlett,XJ Doherty,SR Watson,0
XJ Doherty,A Zampa,SR Watson,0
JA Richardson,XJ Doherty,SR Watson,0
XJ Doherty,SPD Smith,SR Watson,96
XJ Doherty,PJ Cummins,SR Watson,16
XJ Doherty,AJ Tye,SR Watson,0
XJ Doherty,KW Richardson,SR Watson,0
XJ Doherty,SR Watson,MG Neser,0
JA Burns,XJ Doherty,SR Watson,0
XJ Doherty,GJ Maxwell,SR Watson,92.5
XJ Doherty,JS Paris,SR Watson,0
XJ Doherty,AJ Turner,SR Watson,0
XJ Doherty,NM Coulter-Nile,SR Watson,0
XJ Doherty,GS Sandhu,SR Watson,0
PSP Handscomb,XJ Doherty,SR Watson,0
XJ Doherty,JP Faulkner,SR Watson,44.5
BJ Haddin,XJ Doherty,SR Watson,62
XJ Doherty,SR Watson,NM Lyon,0
XJ Doherty,HWR Cartwright,SR Watson,0
XJ Doherty,DJ Worrall,SR Watson,0
XJ Doherty,SR Watson,TM Head,0
XJ Doherty,CP Tremain,SR Watson,0
XJ Doherty,M Labuschagne,TD Paine,0
XJ Doherty,M Labuschagne,CA Lynn,0
XJ Doherty,M Labuschagne,MA Starc,0
XJ Doherty,SM Boland,M Labuschagne,0
MC Henriques,XJ Doherty,M Labuschagne,0
XJ Doherty,M Labuschagne,JL Pattinson,0
XJ Doherty,DA Warner,M Labuschagne,0
XJ Doherty,M Labuschagne,DJM Short,0
XJ Doherty,M Labuschagne,MS Wade,0
XJ Doherty,M Labuschagne,B Stanlake,0
XJ Doherty,MR Marsh,M Labuschagne,0
AC Agar,XJ Doherty,M Labuschagne,0
XJ Doherty,AJ Finch,M Labuschagne,0
XJ Doherty,SE Marsh,M Labuschagne,0
UT Khawaja,XJ Doherty,M Labuschagne,0
AT Carey,XJ Doherty,M Labuschagne,0
MP Stoinis,XJ Doherty,M Labuschagne,0
GJ Bailey,XJ Doherty,M Labuschagne,0
XJ Doherty,MJ Clarke,M Labuschagne,0
XJ Doherty,M Labuschagne,JM Mennie,0
XJ Doherty,JP Behrendorff,M Labuschagne,0
XJ Doherty,M Labuschagne,CL White,0
XJ Doherty,MG Johnson,M Labuschagne,0
XJ Doherty,M Labuschagne,JW Hastings,0
SD Heazlett,XJ Doherty,M Labuschagne,0
XJ Doherty,A Zampa,M Labuschagne,0
JA Richardson,XJ Doherty,M Labuschagne,0
XJ Doherty,SPD Smith,M Labuschagne,0
XJ Doherty,PJ Cummins,M Labuschagne,0
XJ Doherty,AJ Tye,M Labuschagne,0
XJ Doherty,KW Richardson,M Labuschagne,0
XJ Doherty,M Labuschagne,MG Neser,0
JA Burns,XJ Doherty,M Labuschagne,0
XJ Doherty,GJ Maxwell,M Labuschagne,0
XJ Doherty,JS Paris,M Labuschagne,0
XJ Doherty,AJ Turner,M Labuschagne,0
XJ Doherty,NM Coulter-Nile,M Labuschagne,0
XJ Doherty,GS Sandhu,M Labuschagne,0
PSP Handscomb,XJ Doherty,M Labuschagne,0
XJ Doherty,JP Faulkner,M Labuschagne,0
BJ Haddin,XJ Doherty,M Labuschagne,0
XJ Doherty,M Labuschagne,NM Lyon,0
XJ Doherty,HWR Cartwright,M Labuschagne,0
XJ Doherty,DJ Worrall,M Labuschagne,0
XJ Doherty,M Labuschagne,TM Head,0
XJ Doherty,CP Tremain,M Labuschagne,0
XJ Doherty,CA Lynn,TD Paine,0
XJ Doherty,MA Starc,TD Paine,0
XJ Doherty,SM Boland,TD Paine,0
MC Henriques,XJ Doherty,TD Paine,0
XJ Doherty,JL Pattinson,TD Paine,0
XJ Doherty,DA Warner,TD Paine,0
XJ Doherty,TD Paine,DJM Short,0
XJ Doherty,MS Wade,TD Paine,0
XJ Doherty,TD Paine,B Stanlake,0
XJ Doherty,MR Marsh,TD Paine,0
AC Agar,XJ Doherty,TD Paine,0
XJ Doherty,AJ Finch,TD Paine,0
XJ Doherty,SE Marsh,TD Paine,0
UT Khawaja,XJ Doherty,TD Paine,0
AT Carey,XJ Doherty,TD Paine,0
MP Stoinis,XJ Doherty,TD Paine,0
GJ Bailey,XJ Doherty,TD Paine,0
XJ Doherty,MJ Clarke,TD Paine,0
JM Mennie,XJ Doherty,TD Paine,0
XJ Doherty,JP Behrendorff,TD Paine,0
XJ Doherty,TD Paine,CL White,0
XJ Doherty,MG Johnson,TD Paine,0
XJ Doherty,TD Paine,JW Hastings,0
SD Heazlett,XJ Doherty,TD Paine,0
XJ Doherty,A Zampa,TD Paine,0
JA Richardson,XJ Doherty,TD Paine,0
XJ Doherty,SPD Smith,TD Paine,0
XJ Doherty,PJ Cummins,TD Paine,0
XJ Doherty,AJ Tye,TD Paine,0
XJ Doherty,KW Richardson,TD Paine,0
XJ Doherty,TD Paine,MG Neser,0
JA Burns,XJ Doherty,TD Paine,0
XJ Doherty,GJ Maxwell,TD Paine,0
XJ Doherty,JS Paris,TD Paine,0
XJ Doherty,AJ Turner,TD Paine,0
XJ Doherty,NM Coulter-Nile,TD Paine,0
XJ Doherty,GS Sandhu,TD Paine,0
XJ Doherty,PSP Handscomb,TD Paine,0
XJ Doherty,JP Faulkner,TD Paine,0
XJ Doherty,BJ Haddin,TD Paine,0
XJ Doherty,NM Lyon,TD Paine,0
XJ Doherty,HWR Cartwright,TD Paine,0
XJ Doherty,DJ Worrall,TD Paine,0
XJ Doherty,TD Paine,TM Head,0
XJ Doherty,CP Tremain,TD Paine,0
XJ Doherty,MA Starc,CA Lynn,0
XJ Doherty,SM Boland,CA Lynn,0
MC Henriques,XJ Doherty,CA Lynn,0
XJ Doherty,JL Pattinson,CA Lynn,0
XJ Doherty,DA Warner,CA Lynn,0
XJ Doherty,CA Lynn,DJM Short,0
XJ Doherty,MS Wade,CA Lynn,0
XJ Doherty,CA Lynn,B Stanlake,0
XJ Doherty,MR Marsh,CA Lynn,0
AC Agar,XJ Doherty,CA Lynn,0
XJ Doherty,AJ Finch,CA Lynn,0
XJ Doherty,SE Marsh,CA Lynn,0
UT Khawaja,XJ Doherty,CA Lynn,0
AT Carey,XJ Doherty,CA Lynn,0
MP Stoinis,XJ Doherty,CA Lynn,0
GJ Bailey,XJ Doherty,CA Lynn,0
XJ Doherty,MJ Clarke,CA Lynn,0
JM Mennie,XJ Doherty,CA Lynn,0
XJ Doherty,JP Behrendorff,CA Lynn,0
XJ Doherty,CA Lynn,CL White,0
XJ Doherty,MG Johnson,CA Lynn,0
XJ Doherty,CA Lynn,JW Hastings,0
SD Heazlett,XJ Doherty,CA Lynn,0
XJ Doherty,A Zampa,CA Lynn,0
JA Richardson,XJ Doherty,CA Lynn,0
XJ Doherty,SPD Smith,CA Lynn,0
XJ Doherty,PJ Cummins,CA Lynn,0
XJ Doherty,AJ Tye,CA Lynn,0
XJ Doherty,KW Richardson,CA Lynn,0
XJ Doherty,CA Lynn,MG Neser,0
JA Burns,XJ Doherty,CA Lynn,0
XJ Doherty,GJ Maxwell,CA Lynn,0
XJ Doherty,JS Paris,CA Lynn,0
XJ Doherty,AJ Turner,CA Lynn,0
XJ Doherty,NM Coulter-Nile,CA Lynn,0
XJ Doherty,GS Sandhu,CA Lynn,0
XJ Doherty,PSP Handscomb,CA Lynn,0
XJ Doherty,JP Faulkner,CA Lynn,0
XJ Doherty,BJ Haddin,CA Lynn,0
XJ Doherty,NM Lyon,CA Lynn,0
XJ Doherty,HWR Cartwright,CA Lynn,0
XJ Doherty,DJ Worrall,CA Lynn,0
XJ Doherty,CA Lynn,TM Head,0
XJ Doherty,CP Tremain,CA Lynn,0
XJ Doherty,SM Boland,MA Starc,0
MC Henriques,XJ Doherty,MA Starc,0
XJ Doherty,JL Pattinson,MA Starc,0
XJ Doherty,DA Warner,MA Starc,68
XJ Doherty,MA Starc,DJM Short,0
XJ Doherty,MS Wade,MA Starc,0
XJ Doherty,MA Starc,B Stanlake,0
XJ Doherty,MR Marsh,MA Starc,0
AC Agar,XJ Doherty,MA Starc,0
XJ Doherty,AJ Finch,MA Starc,19.5
XJ Doherty,SE Marsh,MA Starc,0
UT Khawaja,XJ Doherty,MA Starc,0
AT Carey,XJ Doherty,MA Starc,0
MP Stoinis,XJ Doherty,MA Starc,0
GJ Bailey,XJ Doherty,MA Starc,10
XJ Doherty,MJ Clarke,MA Starc,68
JM Mennie,XJ Doherty,MA Starc,0
XJ Doherty,JP Behrendorff,MA Starc,0
XJ Doherty,MA Starc,CL White,0
XJ Doherty,MG Johnson,MA Starc,3
XJ Doherty,MA Starc,JW Hastings,0
SD Heazlett,XJ Doherty,MA Starc,0
XJ Doherty,A Zampa,MA Starc,0
JA Richardson,XJ Doherty,MA Starc,0
XJ Doherty,SPD Smith,MA Starc,54.5
XJ Doherty,PJ Cummins,MA Starc,0
XJ Doherty,AJ Tye,MA Starc,0
XJ Doherty,KW Richardson,MA Starc,0
XJ Doherty,MA Starc,MG Neser,0
JA Burns,XJ Doherty,MA Starc,0
XJ Doherty,GJ Maxwell,MA Starc,51
XJ Doherty,JS Paris,MA Starc,0
XJ Doherty,AJ Turner,MA Starc,0
XJ Doherty,NM Coulter-Nile,MA Starc,0
XJ Doherty,GS Sandhu,MA Starc,0
XJ Doherty,PSP Handscomb,MA Starc,0
XJ Doherty,JP Faulkner,MA Starc,3
XJ Doherty,BJ Haddin,MA Starc,20.5
XJ Doherty,NM Lyon,MA Starc,0
XJ Doherty,HWR Cartwright,MA Starc,0
XJ Doherty,DJ Worrall,MA Starc,0
XJ Doherty,MA Starc,TM Head,0
XJ Doherty,CP Tremain,MA Starc,0
MC Henriques,XJ Doherty,SM Boland,0
XJ Doherty,SM Boland,JL Pattinson,0
XJ Doherty,SM Boland,DA Warner,0
XJ Doherty,SM Boland,DJM Short,0
XJ Doherty,SM Boland,MS Wade,0
XJ Doherty,SM Boland,B Stanlake,0
XJ Doherty,SM Boland,MR Marsh,0
AC Agar,XJ Doherty,SM Boland,0
XJ Doherty,SM Boland,AJ Finch,0
XJ Doherty,SM Boland,SE Marsh,0
UT Khawaja,XJ Doherty,SM Boland,0
AT Carey,XJ Doherty,SM Boland,0
MP Stoinis,XJ Doherty,SM Boland,0
GJ Bailey,XJ Doherty,SM Boland,0
MJ Clarke,XJ Doherty,SM Boland,0
XJ Doherty,SM Boland,JM Mennie,0
XJ Doherty,SM Boland,JP Behrendorff,0
XJ Doherty,SM Boland,CL White,0
MG Johnson,XJ Doherty,SM Boland,0
XJ Doherty,SM Boland,JW Hastings,0
SD Heazlett,XJ Doherty,SM Boland,0
XJ Doherty,SM Boland,A Zampa,0
JA Richardson,XJ Doherty,SM Boland,0
XJ Doherty,SM Boland,SPD Smith,0
XJ Doherty,SM Boland,PJ Cummins,0
XJ Doherty,SM Boland,AJ Tye,0
XJ Doherty,SM Boland,KW Richardson,0
XJ Doherty,SM Boland,MG Neser,0
JA Burns,XJ Doherty,SM Boland,0
XJ Doherty,SM Boland,GJ Maxwell,0
XJ Doherty,SM Boland,JS Paris,0
XJ Doherty,SM Boland,AJ Turner,0
XJ Doherty,SM Boland,NM Coulter-Nile,0
XJ Doherty,SM Boland,GS Sandhu,0
XJ Doherty,SM Boland,PSP Handscomb,0
XJ Doherty,SM Boland,JP Faulkner,0
XJ Doherty,SM Boland,BJ Haddin,0
XJ Doherty,SM Boland,NM Lyon,0
XJ Doherty,SM Boland,HWR Cartwright,0
XJ Doherty,SM Boland,DJ Worrall,0
XJ Doherty,SM Boland,TM Head,0
XJ Doherty,SM Boland,CP Tremain,0
MC Henriques,XJ Doherty,JL Pattinson,0
MC Henriques,XJ Doherty,DA Warner,0
MC Henriques,XJ Doherty,DJM Short,0
MC Henriques,XJ Doherty,MS Wade,0
MC Henriques,XJ Doherty,B Stanlake,0
MC Henriques,XJ Doherty,MR Marsh,0
MC Henriques,XJ Doherty,AC Agar,0
MC Henriques,XJ Doherty,AJ Finch,0
MC Henriques,XJ Doherty,SE Marsh,0
MC Henriques,XJ Doherty,UT Khawaja,0
MC Henriques,XJ Doherty,AT Carey,0
MC Henriques,XJ Doherty,MP Stoinis,0
MC Henriques,XJ Doherty,GJ Bailey,0
MC Henriques,XJ Doherty,MJ Clarke,0
MC Henriques,XJ Doherty,JM Mennie,0
MC Henriques,XJ Doherty,JP Behrendorff,0
MC Henriques,XJ Doherty,CL White,0
MC Henriques,XJ Doherty,MG Johnson,0
MC Henriques,XJ Doherty,JW Hastings,0
MC Henriques,XJ Doherty,SD Heazlett,0
MC Henriques,XJ Doherty,A Zampa,0
MC Henriques,XJ Doherty,JA Richardson,0
MC Henriques,XJ Doherty,SPD Smith,0
MC Henriques,XJ Doherty,PJ Cummins,0
MC Henriques,XJ Doherty,AJ Tye,0
MC Henriques,XJ Doherty,KW Richardson,0
MC Henriques,XJ Doherty,MG Neser,0
MC Henriques,XJ Doherty,JA Burns,0
MC Henriques,XJ Doherty,GJ Maxwell,0
MC Henriques,XJ Doherty,JS Paris,0
MC Henriques,XJ Doherty,AJ Turner,0
MC Henriques,XJ Doherty,NM Coulter-Nile,0
MC Henriques,XJ Doherty,GS Sandhu,0
MC Henriques,XJ Doherty,PSP Handscomb,0
MC Henriques,XJ Doherty,JP Faulkner,0
MC Henriques,XJ Doherty,BJ Haddin,0
MC Henriques,XJ Doherty,NM Lyon,0
MC Henriques,XJ Doherty,HWR Cartwright,0
MC Henriques,XJ Doherty,DJ Worrall,0
MC Henriques,XJ Doherty,TM Head,0
MC Henriques,XJ Doherty,CP Tremain,0
XJ Doherty,DA Warner,JL Pattinson,0
XJ Doherty,JL Pattinson,DJM Short,0
XJ Doherty,MS Wade,JL Pattinson,0
XJ Doherty,JL Pattinson,B Stanlake,0
XJ Doherty,MR Marsh,JL Pattinson,0
AC Agar,XJ Doherty,JL Pattinson,0
XJ Doherty,AJ Finch,JL Pattinson,0
XJ Doherty,SE Marsh,JL Pattinson,0
UT Khawaja,XJ Doherty,JL Pattinson,0
AT Carey,XJ Doherty,JL Pattinson,0
MP Stoinis,XJ Doherty,JL Pattinson,0
GJ Bailey,XJ Doherty,JL Pattinson,0
XJ Doherty,MJ Clarke,JL Pattinson,0
JM Mennie,XJ Doherty,JL Pattinson,0
XJ Doherty,JP Behrendorff,JL Pattinson,0
XJ Doherty,JL Pattinson,CL White,0
XJ Doherty,MG Johnson,JL Pattinson,0
XJ Doherty,JL Pattinson,JW Hastings,0
SD Heazlett,XJ Doherty,JL Pattinson,0
XJ Doherty,A Zampa,JL Pattinson,0
JA Richardson,XJ Doherty,JL Pattinson,0
XJ Doherty,SPD Smith,JL Pattinson,0
XJ Doherty,PJ Cummins,JL Pattinson,0
XJ Doherty,AJ Tye,JL Pattinson,0
XJ Doherty,KW Richardson,JL Pattinson,0
XJ Doherty,JL Pattinson,MG Neser,0
JA Burns,XJ Doherty,JL Pattinson,0
XJ Doherty,GJ Maxwell,JL Pattinson,0
XJ Doherty,JS Paris,JL Pattinson,0
XJ Doherty,AJ Turner,JL Pattinson,0
XJ Doherty,NM Coulter-Nile,JL Pattinson,0
XJ Doherty,GS Sandhu,JL Pattinson,0
XJ Doherty,PSP Handscomb,JL Pattinson,0
XJ Doherty,JP Faulkner,JL Pattinson,0
XJ Doherty,BJ Haddin,JL Pattinson,0
XJ Doherty,NM Lyon,JL Pattinson,0
XJ Doherty,HWR Cartwright,JL Pattinson,0
XJ Doherty,DJ Worrall,JL Pattinson,0
XJ Doherty,JL Pattinson,TM Head,0
XJ Doherty,CP Tremain,JL Pattinson,0
XJ Doherty,DA Warner,DJM Short,0
XJ Doherty,DA Warner,MS Wade,0
XJ Doherty,DA Warner,B Stanlake,0
XJ Doherty,DA Warner,MR Marsh,0
AC Agar,XJ Doherty,DA Warner,0
XJ Doherty,DA Warner,AJ Finch,87.5
XJ Doherty,DA Warner,SE Marsh,0
UT Khawaja,XJ Doherty,DA Warner,0
AT Carey,XJ Doherty,DA Warner,0
MP Stoinis,XJ Doherty,DA Warner,0
GJ Bailey,XJ Doherty,DA Warner,137
MJ Clarke,XJ Doherty,DA Warner,77
XJ Doherty,DA Warner,JM Mennie,0
XJ Doherty,DA Warner,JP Behrendorff,0
XJ Doherty,DA Warner,CL White,0
MG Johnson,XJ Doherty,DA Warner,12
XJ Doherty,DA Warner,JW Hastings,0
SD Heazlett,XJ Doherty,DA Warner,0
XJ Doherty,DA Warner,A Zampa,0
JA Richardson,XJ Doherty,DA Warner,0
XJ Doherty,DA Warner,SPD Smith,122.5
XJ Doherty,DA Warner,PJ Cummins,127
XJ Doherty,DA Warner,AJ Tye,0
XJ Doherty,DA Warner,KW Richardson,0
XJ Doherty,DA Warner,MG Neser,0
JA Burns,XJ Doherty,DA Warner,0
XJ Doherty,DA Warner,GJ Maxwell,119
XJ Doherty,DA Warner,JS Paris,0
XJ Doherty,DA Warner,AJ Turner,0
XJ Doherty,DA Warner,NM Coulter-Nile,0
XJ Doherty,DA Warner,GS Sandhu,0
XJ Doherty,DA Warner,PSP Handscomb,0
XJ Doherty,DA Warner,JP Faulkner,71
XJ Doherty,DA Warner,BJ Haddin,88.5
XJ Doherty,DA Warner,NM Lyon,0
XJ Doherty,DA Warner,HWR Cartwright,0
XJ Doherty,DA Warner,DJ Worrall,0
XJ Doherty,DA Warner,TM Head,0
XJ Doherty,DA Warner,CP Tremain,0
XJ Doherty,MS Wade,DJM Short,0
XJ Doherty,B Stanlake,DJM Short,0
XJ Doherty,MR Marsh,DJM Short,0
AC Agar,XJ Doherty,DJM Short,0
XJ Doherty,AJ Finch,DJM Short,0
XJ Doherty,SE Marsh,DJM Short,0
UT Khawaja,XJ Doherty,DJM Short,0
AT Carey,XJ Doherty,DJM Short,0
MP Stoinis,XJ Doherty,DJM Short,0
GJ Bailey,XJ Doherty,DJM Short,0
XJ Doherty,MJ Clarke,DJM Short,0
XJ Doherty,JM Mennie,DJM Short,0
XJ Doherty,JP Behrendorff,DJM Short,0
CL White,XJ Doherty,DJM Short,0
XJ Doherty,MG Johnson,DJM Short,0
XJ Doherty,JW Hastings,DJM Short,0
SD Heazlett,XJ Doherty,DJM Short,0
XJ Doherty,A Zampa,DJM Short,0
JA Richardson,XJ Doherty,DJM Short,0
XJ Doherty,SPD Smith,DJM Short,0
XJ Doherty,PJ Cummins,DJM Short,0
XJ Doherty,AJ Tye,DJM Short,0
XJ Doherty,KW Richardson,DJM Short,0
XJ Doherty,MG Neser,DJM Short,0
JA Burns,XJ Doherty,DJM Short,0
XJ Doherty,GJ Maxwell,DJM Short,0
XJ Doherty,JS Paris,DJM Short,0
XJ Doherty,AJ Turner,DJM Short,0
XJ Doherty,NM Coulter-Nile,DJM Short,0
XJ Doherty,GS Sandhu,DJM Short,0
XJ Doherty,PSP Handscomb,DJM Short,0
XJ Doherty,JP Faulkner,DJM Short,0
XJ Doherty,BJ Haddin,DJM Short,0
XJ Doherty,NM Lyon,DJM Short,0
XJ Doherty,HWR Cartwright,DJM Short,0
XJ Doherty,DJ Worrall,DJM Short,0
XJ Doherty,TM Head,DJM Short,0
XJ Doherty,CP Tremain,DJM Short,0
XJ Doherty,MS Wade,B Stanlake,0
XJ Doherty,MR Marsh,MS Wade,0
AC Agar,XJ Doherty,MS Wade,0
XJ Doherty,AJ Finch,MS Wade,0
XJ Doherty,SE Marsh,MS Wade,0
UT Khawaja,XJ Doherty,MS Wade,0
AT Carey,XJ Doherty,MS Wade,0
MP Stoinis,XJ Doherty,MS Wade,0
GJ Bailey,XJ Doherty,MS Wade,0
XJ Doherty,MJ Clarke,MS Wade,0
JM Mennie,XJ Doherty,MS Wade,0
XJ Doherty,JP Behrendorff,MS Wade,0
XJ Doherty,MS Wade,CL White,0
XJ Doherty,MG Johnson,MS Wade,0
XJ Doherty,MS Wade,JW Hastings,0
SD Heazlett,XJ Doherty,MS Wade,0
XJ Doherty,A Zampa,MS Wade,0
JA Richardson,XJ Doherty,MS Wade,0
XJ Doherty,SPD Smith,MS Wade,0
XJ Doherty,PJ Cummins,MS Wade,0
XJ Doherty,AJ Tye,MS Wade,0
XJ Doherty,KW Richardson,MS Wade,0
XJ Doherty,MS Wade,MG Neser,0
JA Burns,XJ Doherty,MS Wade,0
XJ Doherty,GJ Maxwell,MS Wade,0
XJ Doherty,JS Paris,MS Wade,0
XJ Doherty,AJ Turner,MS Wade,0
XJ Doherty,NM Coulter-Nile,MS Wade,0
XJ Doherty,GS Sandhu,MS Wade,0
XJ Doherty,PSP Handscomb,MS Wade,0
XJ Doherty,JP Faulkner,MS Wade,0
XJ Doherty,BJ Haddin,MS Wade,0
XJ Doherty,NM Lyon,MS Wade,0
XJ Doherty,HWR Cartwright,MS Wade,0
XJ Doherty,DJ Worrall,MS Wade,0
XJ Doherty,MS Wade,TM Head,0
XJ Doherty,CP Tremain,MS Wade,0
XJ Doherty,MR Marsh,B Stanlake,0
AC Agar,XJ Doherty,B Stanlake,0
XJ Doherty,AJ Finch,B Stanlake,0
XJ Doherty,SE Marsh,B Stanlake,0
UT Khawaja,XJ Doherty,B Stanlake,0
AT Carey,XJ Doherty,B Stanlake,0
MP Stoinis,XJ Doherty,B Stanlake,0
GJ Bailey,XJ Doherty,B Stanlake,0
XJ Doherty,MJ Clarke,B Stanlake,0
XJ Doherty,JM Mennie,B Stanlake,0
XJ Doherty,JP Behrendorff,B Stanlake,0
CL White,XJ Doherty,B Stanlake,0
XJ Doherty,MG Johnson,B Stanlake,0
XJ Doherty,JW Hastings,B Stanlake,0
SD Heazlett,XJ Doherty,B Stanlake,0
XJ Doherty,A Zampa,B Stanlake,0
JA Richardson,XJ Doherty,B Stanlake,0
XJ Doherty,SPD Smith,B Stanlake,0
XJ Doherty,PJ Cummins,B Stanlake,0
XJ Doherty,AJ Tye,B Stanlake,0
XJ Doherty,KW Richardson,B Stanlake,0
XJ Doherty,MG Neser,B Stanlake,0
JA Burns,XJ Doherty,B Stanlake,0
