player-1,player-2,avg
Mashrafe Mortaza,SC Williams,0
SC Williams,CB Mpofu,17.1
SC Williams,J Nyumbu,33.71428571
TK Musakanda,SC Williams,47
SC Williams,TP Kamungozi,45
SC Williams,KM Jarvis,53.81818182
SC Williams,S Matsikenyeri,95
CR Ervine,SC Williams,57.40540541
CJ Chibhabha,SC Williams,57.36
SC Williams,CT Mumba,25.75
CK Tshuma,SC Williams,22
SC Williams,T Muzarabani,29.2
SC Williams,Sikandar Raza,64.72093023
TS Chisoro,SC Williams,47.71428571
SC Williams,Mohammad Saifuddin,0
SC Williams,R Murray,0
SC Williams,B Muzarabani,22
SC Williams,T Maruma,0
SC Williams,CK Coventry,15
SC Williams,Taijul Islam,0
SC Williams,AG Cremer,26.24
DT Tiripano,TS Kamunhukamwe,41.6
DT Tiripano,Tamim Iqbal,0
DT Tiripano,PS Masvaure,39
DT Tiripano,Najmul Hossain Shanto,0
DT Tiripano,TL Chatara,11.09090909
DT Tiripano,ehidy Hasan Miraz,0
DT Tiripano,Liton Das,0
BV Vitori,DT Tiripano,8.333333333
E Chigumbura,DT Tiripano,29.81818182
Mushfiqur Rahim,DT Tiripano,0
LN Roche,DT Tiripano,9.666666667
Mustafizur Rahman,DT Tiripano,0
DT Tiripano,T Mupariwa,3
DT Tiripano,PJ Moor,30.13333333
C Zhuwao,DT Tiripano,20
DT Tiripano,RW Chakabva,48.66666667
DT Tiripano,Mohammad Mithun,0
BRM Taylor,DT Tiripano,43.66666667
R Mutumbami,DT Tiripano,30.14285714
MN Waller,DT Tiripano,26
Mashrafe Mortaza,DT Tiripano,0
DT Tiripano,CB Mpofu,7.5
DT Tiripano,J Nyumbu,0
TK Musakanda,DT Tiripano,42.5
DT Tiripano,TP Kamungozi,0
DT Tiripano,KM Jarvis,18.71428571
DT Tiripano,S Matsikenyeri,0
CR Ervine,DT Tiripano,36.9
CJ Chibhabha,DT Tiripano,39.875
CT Mumba,DT Tiripano,31.33333333
CK Tshuma,DT Tiripano,35
DT Tiripano,T Muzarabani,0
DT Tiripano,Sikandar Raza,44.06666667
TS Chisoro,DT Tiripano,39
DT Tiripano,Mohammad Saifuddin,0
DT Tiripano,R Murray,42.25
B Muzarabani,DT Tiripano,23.66666667
T Maruma,DT Tiripano,19
DT Tiripano,CK Coventry,0
DT Tiripano,Taijul Islam,0
DT Tiripano,AG Cremer,18
TS Kamunhukamwe,Tamim Iqbal,0
TS Kamunhukamwe,PS Masvaure,73
TS Kamunhukamwe,Najmul Hossain Shanto,0
TL Chatara,TS Kamunhukamwe,19
TS Kamunhukamwe,ehidy Hasan Miraz,0
Liton Das,TS Kamunhukamwe,0
BV Vitori,TS Kamunhukamwe,0
E Chigumbura,TS Kamunhukamwe,49.5
Mushfiqur Rahim,TS Kamunhukamwe,0
LN Roche,TS Kamunhukamwe,34
Mustafizur Rahman,TS Kamunhukamwe,0
T Mupariwa,TS Kamunhukamwe,0
TS Kamunhukamwe,PJ Moor,39.33333333
C Zhuwao,TS Kamunhukamwe,0
TS Kamunhukamwe,RW Chakabva,45.5
TS Kamunhukamwe,Mohammad Mithun,0
BRM Taylor,TS Kamunhukamwe,30.66666667
R Mutumbami,TS Kamunhukamwe,37
MN Waller,TS Kamunhukamwe,0
Mashrafe Mortaza,TS Kamunhukamwe,0
TS Kamunhukamwe,CB Mpofu,34
TS Kamunhukamwe,J Nyumbu,0
TK Musakanda,TS Kamunhukamwe,13
TP Kamungozi,TS Kamunhukamwe,0
KM Jarvis,TS Kamunhukamwe,4
TS Kamunhukamwe,S Matsikenyeri,0
CR Ervine,TS Kamunhukamwe,105
CJ Chibhabha,TS Kamunhukamwe,0
CT Mumba,TS Kamunhukamwe,29.5
CK Tshuma,TS Kamunhukamwe,27.5
T Muzarabani,TS Kamunhukamwe,0
Sikandar Raza,TS Kamunhukamwe,63.33333333
TS Chisoro,TS Kamunhukamwe,4
Mohammad Saifuddin,TS Kamunhukamwe,0
R Murray,TS Kamunhukamwe,44.5
B Muzarabani,TS Kamunhukamwe,4
T Maruma,TS Kamunhukamwe,0
CK Coventry,TS Kamunhukamwe,0
Taijul Islam,TS Kamunhukamwe,0
TS Kamunhukamwe,AG Cremer,0
Tamim Iqbal,PS Masvaure,0
Tamim Iqbal,Najmul Hossain Shanto,53
TL Chatara,Tamim Iqbal,0
Tamim Iqbal,ehidy Hasan Miraz,31
Liton Das,Tamim Iqbal,150
BV Vitori,Tamim Iqbal,0
E Chigumbura,Tamim Iqbal,0
Mushfiqur Rahim,Tamim Iqbal,43
LN Roche,Tamim Iqbal,0
Mustafizur Rahman,Tamim Iqbal,24
T Mupariwa,Tamim Iqbal,0
Tamim Iqbal,PJ Moor,0
C Zhuwao,Tamim Iqbal,0
Tamim Iqbal,RW Chakabva,0
Tamim Iqbal,Mohammad Mithun,74
BRM Taylor,Tamim Iqbal,0
R Mutumbami,Tamim Iqbal,0
MN Waller,Tamim Iqbal,0
Mashrafe Mortaza,Tamim Iqbal,24
Tamim Iqbal,CB Mpofu,0
Tamim Iqbal,J Nyumbu,0
TK Musakanda,Tamim Iqbal,0
TP Kamungozi,Tamim Iqbal,0
KM Jarvis,Tamim Iqbal,0
Tamim Iqbal,S Matsikenyeri,0
CR Ervine,Tamim Iqbal,0
CJ Chibhabha,Tamim Iqbal,0
CT Mumba,Tamim Iqbal,0
CK Tshuma,Tamim Iqbal,0
T Muzarabani,Tamim Iqbal,0
Sikandar Raza,Tamim Iqbal,0
TS Chisoro,Tamim Iqbal,0
Mohammad Saifuddin,Tamim Iqbal,52
R Murray,Tamim Iqbal,0
B Muzarabani,Tamim Iqbal,0
T Maruma,Tamim Iqbal,0
CK Coventry,Tamim Iqbal,0
Taijul Islam,Tamim Iqbal,24
Tamim Iqbal,AG Cremer,0
Najmul Hossain Shanto,PS Masvaure,0
TL Chatara,PS Masvaure,39
ehidy Hasan Miraz,PS Masvaure,0
Liton Das,PS Masvaure,0
BV Vitori,PS Masvaure,0
E Chigumbura,PS Masvaure,37
Mushfiqur Rahim,PS Masvaure,0
LN Roche,PS Masvaure,39
Mustafizur Rahman,PS Masvaure,0
T Mupariwa,PS Masvaure,0
PJ Moor,PS Masvaure,42.5
C Zhuwao,PS Masvaure,0
RW Chakabva,PS Masvaure,0
Mohammad Mithun,PS Masvaure,0
BRM Taylor,PS Masvaure,0
R Mutumbami,PS Masvaure,0
MN Waller,PS Masvaure,0
Mashrafe Mortaza,PS Masvaure,0
CB Mpofu,PS Masvaure,39
J Nyumbu,PS Masvaure,0
TK Musakanda,PS Masvaure,1
TP Kamungozi,PS Masvaure,0
KM Jarvis,PS Masvaure,0
S Matsikenyeri,PS Masvaure,0
CR Ervine,PS Masvaure,0
CJ Chibhabha,PS Masvaure,17
CT Mumba,PS Masvaure,0
CK Tshuma,PS Masvaure,0
T Muzarabani,PS Masvaure,0
Sikandar Raza,PS Masvaure,0
TS Chisoro,PS Masvaure,1
Mohammad Saifuddin,PS Masvaure,0
R Murray,PS Masvaure,47.5
B Muzarabani,PS Masvaure,5
T Maruma,PS Masvaure,0
CK Coventry,PS Masvaure,0
Taijul Islam,PS Masvaure,0
AG Cremer,PS Masvaure,0
TL Chatara,Najmul Hossain Shanto,0
Najmul Hossain Shanto,ehidy Hasan Miraz,36
Liton Das,Najmul Hossain Shanto,155
BV Vitori,Najmul Hossain Shanto,0
E Chigumbura,Najmul Hossain Shanto,0
Mushfiqur Rahim,Najmul Hossain Shanto,48
LN Roche,Najmul Hossain Shanto,0
Mustafizur Rahman,Najmul Hossain Shanto,29
T Mupariwa,Najmul Hossain Shanto,0
Najmul Hossain Shanto,PJ Moor,0
C Zhuwao,Najmul Hossain Shanto,0
RW Chakabva,Najmul Hossain Shanto,0
Najmul Hossain Shanto,Mohammad Mithun,79
BRM Taylor,Najmul Hossain Shanto,0
R Mutumbami,Najmul Hossain Shanto,0
MN Waller,Najmul Hossain Shanto,0
Mashrafe Mortaza,Najmul Hossain Shanto,29
Najmul Hossain Shanto,CB Mpofu,0
Najmul Hossain Shanto,J Nyumbu,0
TK Musakanda,Najmul Hossain Shanto,0
TP Kamungozi,Najmul Hossain Shanto,0
KM Jarvis,Najmul Hossain Shanto,0
S Matsikenyeri,Najmul Hossain Shanto,0
CR Ervine,Najmul Hossain Shanto,0
CJ Chibhabha,Najmul Hossain Shanto,0
CT Mumba,Najmul Hossain Shanto,0
CK Tshuma,Najmul Hossain Shanto,0
T Muzarabani,Najmul Hossain Shanto,0
Sikandar Raza,Najmul Hossain Shanto,0
TS Chisoro,Najmul Hossain Shanto,0
Mohammad Saifuddin,Najmul Hossain Shanto,57
R Murray,Najmul Hossain Shanto,0
B Muzarabani,Najmul Hossain Shanto,0
T Maruma,Najmul Hossain Shanto,0
CK Coventry,Najmul Hossain Shanto,0
Taijul Islam,Najmul Hossain Shanto,29
AG Cremer,Najmul Hossain Shanto,0
TL Chatara,ehidy Hasan Miraz,0
Liton Das,TL Chatara,0
BV Vitori,TL Chatara,9
E Chigumbura,TL Chatara,20
Mushfiqur Rahim,TL Chatara,0
LN Roche,TL Chatara,3.333333333
Mustafizur Rahman,TL Chatara,0
T Mupariwa,TL Chatara,6.666666667
TL Chatara,PJ Moor,16.36
C Zhuwao,TL Chatara,19
TL Chatara,RW Chakabva,15.33333333
TL Chatara,Mohammad Mithun,0
BRM Taylor,TL Chatara,44.2173913
R Mutumbami,TL Chatara,13.75
MN Waller,TL Chatara,14.52631579
Mashrafe Mortaza,TL Chatara,0
TL Chatara,CB Mpofu,1.222222222
TL Chatara,J Nyumbu,0
TK Musakanda,TL Chatara,22.66666667
TP Kamungozi,TL Chatara,14
KM Jarvis,TL Chatara,10.85714286
TL Chatara,S Matsikenyeri,35
CR Ervine,TL Chatara,24.33333333
CJ Chibhabha,TL Chatara,22.25
CT Mumba,TL Chatara,2
CK Tshuma,TL Chatara,0
T Muzarabani,TL Chatara,6
Sikandar Raza,TL Chatara,29.75
TS Chisoro,TL Chatara,0
Mohammad Saifuddin,TL Chatara,0
R Murray,TL Chatara,33.66666667
B Muzarabani,TL Chatara,3
T Maruma,TL Chatara,0
CK Coventry,TL Chatara,0
Taijul Islam,TL Chatara,0
TL Chatara,AG Cremer,8.772727273
Liton Das,ehidy Hasan Miraz,133
BV Vitori,ehidy Hasan Miraz,0
E Chigumbura,ehidy Hasan Miraz,0
Mushfiqur Rahim,ehidy Hasan Miraz,26
LN Roche,ehidy Hasan Miraz,0
Mustafizur Rahman,ehidy Hasan Miraz,7
T Mupariwa,ehidy Hasan Miraz,0
PJ Moor,ehidy Hasan Miraz,0
C Zhuwao,ehidy Hasan Miraz,0
RW Chakabva,ehidy Hasan Miraz,0
Mohammad Mithun,ehidy Hasan Miraz,57
BRM Taylor,ehidy Hasan Miraz,0
R Mutumbami,ehidy Hasan Miraz,0
MN Waller,ehidy Hasan Miraz,0
Mashrafe Mortaza,ehidy Hasan Miraz,7
CB Mpofu,ehidy Hasan Miraz,0
J Nyumbu,ehidy Hasan Miraz,0
TK Musakanda,ehidy Hasan Miraz,0
TP Kamungozi,ehidy Hasan Miraz,0
KM Jarvis,ehidy Hasan Miraz,0
S Matsikenyeri,ehidy Hasan Miraz,0
CR Ervine,ehidy Hasan Miraz,0
CJ Chibhabha,ehidy Hasan Miraz,0
CT Mumba,ehidy Hasan Miraz,0
CK Tshuma,ehidy Hasan Miraz,0
T Muzarabani,ehidy Hasan Miraz,0
Sikandar Raza,ehidy Hasan Miraz,0
TS Chisoro,ehidy Hasan Miraz,0
Mohammad Saifuddin,ehidy Hasan Miraz,35
R Murray,ehidy Hasan Miraz,0
B Muzarabani,ehidy Hasan Miraz,0
T Maruma,ehidy Hasan Miraz,0
CK Coventry,ehidy Hasan Miraz,0
Taijul Islam,ehidy Hasan Miraz,7
AG Cremer,ehidy Hasan Miraz,0
BV Vitori,Liton Das,0
E Chigumbura,Liton Das,0
Mushfiqur Rahim,Liton Das,145
LN Roche,Liton Das,0
Mustafizur Rahman,Liton Das,126
Liton Das,T Mupariwa,0
Liton Das,PJ Moor,0
C Zhuwao,Liton Das,0
Liton Das,RW Chakabva,0
Liton Das,Mohammad Mithun,176
BRM Taylor,Liton Das,0
R Mutumbami,Liton Das,0
MN Waller,Liton Das,0
Mashrafe Mortaza,Liton Das,126
Liton Das,CB Mpofu,0
Liton Das,J Nyumbu,0
TK Musakanda,Liton Das,0
Liton Das,TP Kamungozi,0
Liton Das,KM Jarvis,0
Liton Das,S Matsikenyeri,0
CR Ervine,Liton Das,0
CJ Chibhabha,Liton Das,0
CT Mumba,Liton Das,0
CK Tshuma,Liton Das,0
Liton Das,T Muzarabani,0
Liton Das,Sikandar Raza,0
TS Chisoro,Liton Das,0
Liton Das,Mohammad Saifuddin,154
Liton Das,R Murray,0
B Muzarabani,Liton Das,0
T Maruma,Liton Das,0
Liton Das,CK Coventry,0
Liton Das,Taijul Islam,126
Liton Das,AG Cremer,0
E Chigumbura,BV Vitori,79.33333333
Mushfiqur Rahim,BV Vitori,0
LN Roche,BV Vitori,0
Mustafizur Rahman,BV Vitori,0
BV Vitori,T Mupariwa,0
BV Vitori,PJ Moor,1
C Zhuwao,BV Vitori,0
BV Vitori,RW Chakabva,0
BV Vitori,Mohammad Mithun,0
BRM Taylor,BV Vitori,65.5
R Mutumbami,BV Vitori,18.75
MN Waller,BV Vitori,11.6
Mashrafe Mortaza,BV Vitori,0
BV Vitori,CB Mpofu,0
BV Vitori,J Nyumbu,0
TK Musakanda,BV Vitori,36
BV Vitori,TP Kamungozi,0
BV Vitori,KM Jarvis,28
BV Vitori,S Matsikenyeri,0
CR Ervine,BV Vitori,24.5
CJ Chibhabha,BV Vitori,60.66666667
CT Mumba,BV Vitori,0
CK Tshuma,BV Vitori,0
BV Vitori,T Muzarabani,0
BV Vitori,Sikandar Raza,49.11111111
TS Chisoro,BV Vitori,5
BV Vitori,Mohammad Saifuddin,0
BV Vitori,R Murray,0
B Muzarabani,BV Vitori,5
T Maruma,BV Vitori,0
BV Vitori,CK Coventry,10
BV Vitori,Taijul Islam,0
BV Vitori,AG Cremer,14.75
E Chigumbura,Mushfiqur Rahim,0
E Chigumbura,LN Roche,25
E Chigumbura,Mustafizur Rahman,0
E Chigumbura,T Mupariwa,18
E Chigumbura,PJ Moor,35.3125
E Chigumbura,C Zhuwao,12
E Chigumbura,RW Chakabva,29.85714286
E Chigumbura,Mohammad Mithun,0
E Chigumbura,BRM Taylor,55
E Chigumbura,R Mutumbami,44.625
E Chigumbura,MN Waller,25.25
E Chigumbura,Mashrafe Mortaza,0
E Chigumbura,CB Mpofu,43.25
E Chigumbura,J Nyumbu,20.66666667
E Chigumbura,TK Musakanda,28
E Chigumbura,TP Kamungozi,17.5
E Chigumbura,KM Jarvis,11.4
E Chigumbura,S Matsikenyeri,40
E Chigumbura,CR Ervine,51.625
E Chigumbura,CJ Chibhabha,49.03225806
E Chigumbura,CT Mumba,2
E Chigumbura,CK Tshuma,0
E Chigumbura,T Muzarabani,32.625
E Chigumbura,Sikandar Raza,47.55882353
E Chigumbura,TS Chisoro,20.4
E Chigumbura,Mohammad Saifuddin,0
E Chigumbura,R Murray,43.66666667
E Chigumbura,B Muzarabani,25.5
E Chigumbura,T Maruma,17
E Chigumbura,CK Coventry,0
E Chigumbura,Taijul Islam,0
E Chigumbura,AG Cremer,36.3
LN Roche,Mushfiqur Rahim,0
Mustafizur Rahman,Mushfiqur Rahim,19
Mushfiqur Rahim,T Mupariwa,0
Mushfiqur Rahim,PJ Moor,0
Mushfiqur Rahim,C Zhuwao,0
Mushfiqur Rahim,RW Chakabva,0
Mushfiqur Rahim,Mohammad Mithun,69
BRM Taylor,Mushfiqur Rahim,0
R Mutumbami,Mushfiqur Rahim,0
MN Waller,Mushfiqur Rahim,0
Mashrafe Mortaza,Mushfiqur Rahim,19
Mushfiqur Rahim,CB Mpofu,0
Mushfiqur Rahim,J Nyumbu,0
TK Musakanda,Mushfiqur Rahim,0
Mushfiqur Rahim,TP Kamungozi,0
Mushfiqur Rahim,KM Jarvis,0
Mushfiqur Rahim,S Matsikenyeri,0
CR Ervine,Mushfiqur Rahim,0
CJ Chibhabha,Mushfiqur Rahim,0
Mushfiqur Rahim,CT Mumba,0
CK Tshuma,Mushfiqur Rahim,0
Mushfiqur Rahim,T Muzarabani,0
Mushfiqur Rahim,Sikandar Raza,0
TS Chisoro,Mushfiqur Rahim,0
Mushfiqur Rahim,Mohammad Saifuddin,47
Mushfiqur Rahim,R Murray,0
Mushfiqur Rahim,B Muzarabani,0
Mushfiqur Rahim,T Maruma,0
Mushfiqur Rahim,CK Coventry,0
Mushfiqur Rahim,Taijul Islam,19
Mushfiqur Rahim,AG Cremer,0
Mustafizur Rahman,LN Roche,0
LN Roche,T Mupariwa,0
LN Roche,PJ Moor,33.33333333
LN Roche,C Zhuwao,0
LN Roche,RW Chakabva,0
LN Roche,Mohammad Mithun,0
BRM Taylor,LN Roche,0
LN Roche,R Mutumbami,0
LN Roche,MN Waller,0
Mashrafe Mortaza,LN Roche,0
LN Roche,CB Mpofu,0
LN Roche,J Nyumbu,0
LN Roche,TK Musakanda,24.5
LN Roche,TP Kamungozi,0
LN Roche,KM Jarvis,0
LN Roche,S Matsikenyeri,0
CR Ervine,LN Roche,0
LN Roche,CJ Chibhabha,15.5
LN Roche,CT Mumba,0
LN Roche,CK Tshuma,0
LN Roche,T Muzarabani,0
LN Roche,Sikandar Raza,0
LN Roche,TS Chisoro,0
LN Roche,Mohammad Saifuddin,0
LN Roche,R Murray,33
LN Roche,B Muzarabani,2.5
LN Roche,T Maruma,0
LN Roche,CK Coventry,0
LN Roche,Taijul Islam,0
LN Roche,AG Cremer,0
Mustafizur Rahman,T Mupariwa,0
Mustafizur Rahman,PJ Moor,0
Mustafizur Rahman,C Zhuwao,0
Mustafizur Rahman,RW Chakabva,0
Mustafizur Rahman,Mohammad Mithun,50
BRM Taylor,Mustafizur Rahman,0
Mustafizur Rahman,R Mutumbami,0
Mustafizur Rahman,MN Waller,0
Mashrafe Mortaza,Mustafizur Rahman,0
Mustafizur Rahman,CB Mpofu,0
Mustafizur Rahman,J Nyumbu,0
Mustafizur Rahman,TK Musakanda,0
Mustafizur Rahman,TP Kamungozi,0
Mustafizur Rahman,KM Jarvis,0
Mustafizur Rahman,S Matsikenyeri,0
CR Ervine,Mustafizur Rahman,0
Mustafizur Rahman,CJ Chibhabha,0
Mustafizur Rahman,CT Mumba,0
Mustafizur Rahman,CK Tshuma,0
Mustafizur Rahman,T Muzarabani,0
Mustafizur Rahman,Sikandar Raza,0
Mustafizur Rahman,TS Chisoro,0
Mustafizur Rahman,Mohammad Saifuddin,28
Mustafizur Rahman,R Murray,0
Mustafizur Rahman,B Muzarabani,0
Mustafizur Rahman,T Maruma,0
Mustafizur Rahman,CK Coventry,0
Mustafizur Rahman,Taijul Islam,0
Mustafizur Rahman,AG Cremer,0
T Mupariwa,PJ Moor,0
C Zhuwao,T Mupariwa,0
T Mupariwa,RW Chakabva,23
T Mupariwa,Mohammad Mithun,0
BRM Taylor,T Mupariwa,109.3333333
R Mutumbami,T Mupariwa,6
MN Waller,T Mupariwa,9
Mashrafe Mortaza,T Mupariwa,0
T Mupariwa,CB Mpofu,0
T Mupariwa,J Nyumbu,0
TK Musakanda,T Mupariwa,0
T Mupariwa,TP Kamungozi,0
T Mupariwa,KM Jarvis,0
T Mupariwa,S Matsikenyeri,0
CR Ervine,T Mupariwa,23.66666667
CJ Chibhabha,T Mupariwa,36
CT Mumba,T Mupariwa,0
CK Tshuma,T Mupariwa,0
T Mupariwa,T Muzarabani,0
T Mupariwa,Sikandar Raza,41.75
TS Chisoro,T Mupariwa,0
T Mupariwa,Mohammad Saifuddin,0
T Mupariwa,R Murray,0
B Muzarabani,T Mupariwa,0
T Maruma,T Mupariwa,18
T Mupariwa,CK Coventry,10
T Mupariwa,Taijul Islam,0
T Mupariwa,AG Cremer,1.5
C Zhuwao,PJ Moor,42
RW Chakabva,PJ Moor,0
Mohammad Mithun,PJ Moor,0
BRM Taylor,PJ Moor,48
R Mutumbami,PJ Moor,39.28571429
MN Waller,PJ Moor,30.85
Mashrafe Mortaza,PJ Moor,0
CB Mpofu,PJ Moor,16.22222222
J Nyumbu,PJ Moor,0
TK Musakanda,PJ Moor,35.92307692
TP Kamungozi,PJ Moor,0
KM Jarvis,PJ Moor,23.54545455
S Matsikenyeri,PJ Moor,0
CR Ervine,PJ Moor,35.28
CJ Chibhabha,PJ Moor,35.45454545
CT Mumba,PJ Moor,37
CK Tshuma,PJ Moor,0
T Muzarabani,PJ Moor,20.75
Sikandar Raza,PJ Moor,43.79166667
TS Chisoro,PJ Moor,26.28571429
Mohammad Saifuddin,PJ Moor,0
R Murray,PJ Moor,45
B Muzarabani,PJ Moor,18.25
T Maruma,PJ Moor,0
CK Coventry,PJ Moor,0
Taijul Islam,PJ Moor,0
AG Cremer,PJ Moor,28.58333333
C Zhuwao,RW Chakabva,0
C Zhuwao,Mohammad Mithun,0
BRM Taylor,C Zhuwao,80.33333333
R Mutumbami,C Zhuwao,0
MN Waller,C Zhuwao,3
Mashrafe Mortaza,C Zhuwao,0
C Zhuwao,CB Mpofu,0
C Zhuwao,J Nyumbu,0
TK Musakanda,C Zhuwao,0
C Zhuwao,TP Kamungozi,0
C Zhuwao,KM Jarvis,22.8
C Zhuwao,S Matsikenyeri,0
CR Ervine,C Zhuwao,31.5
CJ Chibhabha,C Zhuwao,0
CT Mumba,C Zhuwao,0
CK Tshuma,C Zhuwao,0
C Zhuwao,T Muzarabani,0
C Zhuwao,Sikandar Raza,53.66666667
TS Chisoro,C Zhuwao,29.5
C Zhuwao,Mohammad Saifuddin,0
C Zhuwao,R Murray,0
B Muzarabani,C Zhuwao,7
T Maruma,C Zhuwao,0
C Zhuwao,CK Coventry,0
C Zhuwao,Taijul Islam,0
C Zhuwao,AG Cremer,14.33333333
RW Chakabva,Mohammad Mithun,0
BRM Taylor,RW Chakabva,77.2
R Mutumbami,RW Chakabva,34.66666667
MN Waller,RW Chakabva,30
Mashrafe Mortaza,RW Chakabva,0
RW Chakabva,CB Mpofu,1
RW Chakabva,J Nyumbu,4
TK Musakanda,RW Chakabva,0
TP Kamungozi,RW Chakabva,8
KM Jarvis,RW Chakabva,0
S Matsikenyeri,RW Chakabva,21
CR Ervine,RW Chakabva,45.375
CJ Chibhabha,RW Chakabva,39.75
CT Mumba,RW Chakabva,20
CK Tshuma,RW Chakabva,18
T Muzarabani,RW Chakabva,9.5
Sikandar Raza,RW Chakabva,42.54545455
TS Chisoro,RW Chakabva,0
Mohammad Saifuddin,RW Chakabva,0
R Murray,RW Chakabva,0
B Muzarabani,RW Chakabva,0
T Maruma,RW Chakabva,0
CK Coventry,RW Chakabva,0
Taijul Islam,RW Chakabva,0
AG Cremer,RW Chakabva,12.5
BRM Taylor,Mohammad Mithun,0
R Mutumbami,Mohammad Mithun,0
MN Waller,Mohammad Mithun,0
Mashrafe Mortaza,Mohammad Mithun,50
CB Mpofu,Mohammad Mithun,0
J Nyumbu,Mohammad Mithun,0
TK Musakanda,Mohammad Mithun,0
TP Kamungozi,Mohammad Mithun,0
KM Jarvis,Mohammad Mithun,0
S Matsikenyeri,Mohammad Mithun,0
CR Ervine,Mohammad Mithun,0
CJ Chibhabha,Mohammad Mithun,0
CT Mumba,Mohammad Mithun,0
CK Tshuma,Mohammad Mithun,0
T Muzarabani,Mohammad Mithun,0
Sikandar Raza,Mohammad Mithun,0
TS Chisoro,Mohammad Mithun,0
Mohammad Saifuddin,Mohammad Mithun,78
R Murray,Mohammad Mithun,0
B Muzarabani,Mohammad Mithun,0
T Maruma,Mohammad Mithun,0
CK Coventry,Mohammad Mithun,0
Taijul Islam,Mohammad Mithun,50
AG Cremer,Mohammad Mithun,0
BRM Taylor,R Mutumbami,19.25
BRM Taylor,MN Waller,52.55555556
BRM Taylor,Mashrafe Mortaza,0
BRM Taylor,CB Mpofu,5
BRM Taylor,J Nyumbu,0
BRM Taylor,TK Musakanda,38.5
BRM Taylor,TP Kamungozi,41.5
BRM Taylor,KM Jarvis,40.29411765
BRM Taylor,S Matsikenyeri,56
BRM Taylor,CR Ervine,66.125
BRM Taylor,CJ Chibhabha,111.75
BRM Taylor,CT Mumba,14.5
BRM Taylor,CK Tshuma,12.5
BRM Taylor,T Muzarabani,0
BRM Taylor,Sikandar Raza,79.96
BRM Taylor,TS Chisoro,76.33333333
BRM Taylor,Mohammad Saifuddin,0
BRM Taylor,R Murray,0
BRM Taylor,B Muzarabani,51.36363636
BRM Taylor,T Maruma,0
BRM Taylor,CK Coventry,0
BRM Taylor,Taijul Islam,0
BRM Taylor,AG Cremer,57
R Mutumbami,MN Waller,23.7
Mashrafe Mortaza,R Mutumbami,0
R Mutumbami,CB Mpofu,25.5
R Mutumbami,J Nyumbu,23.25
R Mutumbami,TK Musakanda,0
R Mutumbami,TP Kamungozi,0
R Mutumbami,KM Jarvis,29
R Mutumbami,S Matsikenyeri,0
CR Ervine,R Mutumbami,46.14285714
R Mutumbami,CJ Chibhabha,48.39130435
R Mutumbami,CT Mumba,11.5
R Mutumbami,CK Tshuma,9.5
R Mutumbami,T Muzarabani,8.166666667
R Mutumbami,Sikandar Raza,45.75
R Mutumbami,TS Chisoro,31.375
R Mutumbami,Mohammad Saifuddin,0
R Mutumbami,R Murray,0
R Mutumbami,B Muzarabani,0
R Mutumbami,T Maruma,21
R Mutumbami,CK Coventry,17
R Mutumbami,Taijul Islam,0
R Mutumbami,AG Cremer,25.86666667
Mashrafe Mortaza,MN Waller,0
MN Waller,CB Mpofu,10.14285714
MN Waller,J Nyumbu,6.5
TK Musakanda,MN Waller,33.8
MN Waller,TP Kamungozi,0
MN Waller,KM Jarvis,21
MN Waller,S Matsikenyeri,0
CR Ervine,MN Waller,33.46153846
CJ Chibhabha,MN Waller,31.45454545
MN Waller,CT Mumba,19
CK Tshuma,MN Waller,0
MN Waller,T Muzarabani,8.8
MN Waller,Sikandar Raza,37.92592593
TS Chisoro,MN Waller,9.8
MN Waller,Mohammad Saifuddin,0
MN Waller,R Murray,0
MN Waller,B Muzarabani,11
MN Waller,T Maruma,25
MN Waller,CK Coventry,0
MN Waller,Taijul Islam,0
MN Waller,AG Cremer,20.46666667
Mashrafe Mortaza,CB Mpofu,0
Mashrafe Mortaza,J Nyumbu,0
Mashrafe Mortaza,TK Musakanda,0
Mashrafe Mortaza,TP Kamungozi,0
Mashrafe Mortaza,KM Jarvis,0
Mashrafe Mortaza,S Matsikenyeri,0
Mashrafe Mortaza,CR Ervine,0
Mashrafe Mortaza,CJ Chibhabha,0
Mashrafe Mortaza,CT Mumba,0
Mashrafe Mortaza,CK Tshuma,0
Mashrafe Mortaza,T Muzarabani,0
Mashrafe Mortaza,Sikandar Raza,0
Mashrafe Mortaza,TS Chisoro,0
Mashrafe Mortaza,Mohammad Saifuddin,28
Mashrafe Mortaza,R Murray,0
Mashrafe Mortaza,B Muzarabani,0
Mashrafe Mortaza,T Maruma,0
Mashrafe Mortaza,CK Coventry,0
Mashrafe Mortaza,Taijul Islam,0
Mashrafe Mortaza,AG Cremer,0
J Nyumbu,CB Mpofu,0
TK Musakanda,CB Mpofu,21.28571429
TP Kamungozi,CB Mpofu,0
KM Jarvis,CB Mpofu,30
S Matsikenyeri,CB Mpofu,0
CR Ervine,CB Mpofu,25.91666667
CJ Chibhabha,CB Mpofu,31
CT Mumba,CB Mpofu,0
CK Tshuma,CB Mpofu,0
T Muzarabani,CB Mpofu,0
Sikandar Raza,CB Mpofu,33.625
TS Chisoro,CB Mpofu,42
Mohammad Saifuddin,CB Mpofu,0
R Murray,CB Mpofu,47
B Muzarabani,CB Mpofu,0
T Maruma,CB Mpofu,0
