Result,p1,pp1,p2,pp2,p3,pp3,p4,pp4,p5,pp5,p6,pp6,p7,pp7,p8,pp8,p9,pp9,p10,pp10,p11,pp11
lost,J Charles,J Charles1,SJ Benn,SJ Benn2,MN Samuels,MN Samuels3,CH Gayle,CH Gayle4,AD Russell,AD Russell5,LMP Simmons,LMP Simmons6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,DJG Sammy,DJG Sammy9,JL Carter,JL Carter10,JE Taylor,JE Taylor11
lost,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,AD Russell,AD Russell5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,JL Carter,JL Carter10,JE Taylor,JE Taylor11
lost,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,J Blackwood,J Blackwood5,CR Brathwaite,CR Brathwaite6,JN Mohammed,JN Mohammed7,R Rampaul,R Rampaul8,SP Narine,SP Narine9,JL Carter,JL Carter10,JE Taylor,JE Taylor11
lost,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,J Blackwood,J Blackwood5,CR Brathwaite,CR Brathwaite6,JO Holder,JO Holder7,R Rampaul,R Rampaul8,SP Narine,SP Narine9,JL Carter,JL Carter10,JE Taylor,JE Taylor11
won,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,JE Taylor,JE Taylor11
lost,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,JE Taylor,JE Taylor11
won,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,JE Taylor,JE Taylor11
lost,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,JE Taylor,JE Taylor11
lost,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,ST Gabriel,ST Gabriel11
won,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,ST Gabriel,ST Gabriel11
lost,ADS Fletcher,ADS Fletcher1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,ST Gabriel,ST Gabriel11
lost,KC Brathwaite,KC Brathwaite1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,ST Gabriel,ST Gabriel11
lost,KC Brathwaite,KC Brathwaite1,J Charles,J Charles2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,CR Brathwaite,CR Brathwaite6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,AS Joseph,AS Joseph11
lost,KC Brathwaite,KC Brathwaite1,ST Gabriel,ST Gabriel2,MN Samuels,MN Samuels3,DM Bravo,DM Bravo4,KA Pollard,KA Pollard5,E Lewis,E Lewis6,D Ramdin,D Ramdin7,JO Holder,JO Holder8,SP Narine,SP Narine9,SJ Benn,SJ Benn10,AS Joseph,AS Joseph11
won,J Charles,J Charles1,KC Brathwaite,KC Brathwaite2,E Lewis,E Lewis3,SD Hope,SD Hope4,JL Carter,JL Carter5,R Powell,R Powell6,CR Brathwaite,CR Brathwaite7,JO Holder,JO Holder8,AR Nurse,AR Nurse9,SJ Benn,SJ Benn10,ST Gabriel,ST Gabriel11
