,player-1,player-2,player-3,combined_avg,sum_of_individual
201,KA Maharaj,PWA Mulder,CJ Dala,19.5,15.26
202,AK Markram,Q de Kock,CJ Dala,79.0,73.35
203,KA Maharaj,Q de Kock,CJ Dala,55.0,51.69
204,L Ngidi,JP Duminy,CJ Dala,42.0,28.209999999999997
205,KA Maharaj,JP Duminy,CJ Dala,41.5,30.259999999999998
206,JP Duminy,DA Miller,CJ Dala,62.0,55.86
207,L Ngidi,KA Maharaj,CJ Dala,21.0,9.67
208,KA Maharaj,DA Miller,CJ Dala,41.0,37.32
209,K Rabada,Q de Kock,PWA Mulder,76.875,54.65
210,K Rabada,RR Hendricks,PWA Mulder,36.833333333333336,34.42
211,K Rabada,JP Duminy,PWA Mulder,53.6,33.22
212,K Rabada,PWA Mulder,T Shamsi,11.666666666666666,10.82
213,K Rabada,PWA Mulder,AK Markram,40.4,36.34
214,K Rabada,PWA Mulder,KA Maharaj,22.0,14.68
215,K Rabada,VD Philander,RR Rossouw,89.0,48.09
216,K Rabada,Q de Kock,AB de Villiers,97.0625,91.72
217,K Rabada,Q de Kock,RR Hendricks,79.54545454545455,70.85
218,K Rabada,Q de Kock,JP Duminy,70.65957446808511,69.65
219,K Rabada,Q de Kock,D Pretorius,60.26315789473684,53.39
220,K Rabada,Q de Kock,T Shamsi,52.666666666666664,47.25
221,WD Parnell,K Rabada,Q de Kock,57.705882352941174,55.06
222,F du Plessis,K Rabada,Q de Kock,100.05,93.00999999999999
223,L Ngidi,K Rabada,Q de Kock,50.857142857142854,49.06
224,K Rabada,Q de Kock,T Bavuma,169.5,110.05
225,K Rabada,Q de Kock,KA Maharaj,68.66666666666667,51.11
226,K Rabada,Q de Kock,F Behardien,76.85185185185185,64.84
227,K Rabada,Q de Kock,Imran Tahir,50.625,48.95
228,K Rabada,Q de Kock,DW Steyn,56.8,51.41
229,K Rabada,K Zondo,RR Hendricks,91.0,55.42
230,L Ngidi,K Rabada,K Zondo,35.0,33.629999999999995
231,K Rabada,RR Hendricks,BE Hendricks,43.5,28.020000000000003
232,K Rabada,AB de Villiers,D Pretorius,69.125,54.03
233,F du Plessis,K Rabada,AB de Villiers,98.56666666666666,93.65
234,K Rabada,AB de Villiers,F Behardien,76.26086956521739,65.48
235,K Rabada,AB de Villiers,HM Amla,93.31428571428572,89.88
236,K Rabada,AB de Villiers,Imran Tahir,50.125,49.59
237,AM Phangiso,K Rabada,AB de Villiers,66.5,51.89
238,K Rabada,AB de Villiers,KJ Abbott,62.25,50.1
239,K Rabada,AB de Villiers,DW Steyn,69.85714285714286,52.05
240,K Rabada,RR Hendricks,JP Duminy,76.5,49.42
241,F du Plessis,K Rabada,RR Hendricks,79.15384615384616,72.78
242,L Ngidi,K Rabada,RR Hendricks,30.75,28.830000000000002
243,K Rabada,RR Hendricks,AK Markram,56.0,52.540000000000006
244,HE van der Dussen,K Rabada,RR Hendricks,66.375,64.23
245,K Rabada,RR Hendricks,DA Miller,64.63636363636364,56.480000000000004
246,K Rabada,RR Hendricks,HM Amla,79.42857142857143,69.01
247,K Rabada,RR Hendricks,DW Steyn,38.42857142857143,31.180000000000003
248,K Rabada,JP Duminy,T Shamsi,26.25,25.82
249,WD Parnell,K Rabada,JP Duminy,34.705882352941174,33.629999999999995
250,K Rabada,F du Plessis,JP Duminy,74.38636363636364,71.58
251,L Ngidi,K Rabada,JP Duminy,36.3,27.63
252,K Rabada,JP Duminy,T Bavuma,165.0,88.62
253,K Rabada,JP Duminy,KA Maharaj,30.0,29.68
254,K Rabada,JP Duminy,F Behardien,47.27272727272727,43.41
255,K Rabada,JP Duminy,DA Miller,56.59375,55.28
256,K Rabada,JP Duminy,RR Rossouw,79.3,66.24000000000001
257,AM Phangiso,K Rabada,JP Duminy,40.75,29.82
258,K Rabada,JP Duminy,KJ Abbott,36.888888888888886,28.03
259,K Rabada,JP Duminy,DW Steyn,38.0,29.98
260,WD Parnell,K Rabada,D Pretorius,21.5,17.37
261,K Rabada,F du Plessis,D Pretorius,56.65,55.32
262,L Ngidi,K Rabada,D Pretorius,15.333333333333334,11.370000000000001
263,HE van der Dussen,K Rabada,D Pretorius,55.375,46.77
264,K Rabada,D Pretorius,T Bavuma,113.0,72.36
265,K Rabada,D Pretorius,DA Miller,49.166666666666664,39.019999999999996
266,CH Morris,K Rabada,T Shamsi,28.8,16.39
267,K Rabada,F du Plessis,T Shamsi,54.75,49.18
268,HE van der Dussen,K Rabada,T Shamsi,55.6,40.63
269,K Rabada,T Shamsi,F Behardien,28.25,21.009999999999998
270,K Rabada,Imran Tahir,T Shamsi,5.222222222222222,5.12
271,H Klaasen,K Rabada,T Shamsi,33.666666666666664,32.42
272,WD Parnell,K Rabada,CH Morris,29.7,24.200000000000003
273,WD Parnell,K Rabada,F du Plessis,71.8125,56.989999999999995
274,WD Parnell,K Rabada,T Bavuma,113.0,74.03
275,WD Parnell,K Rabada,F Behardien,34.111111111111114,28.82
276,WD Parnell,K Rabada,HM Amla,67.21428571428571,53.22
277,WD Parnell,K Rabada,Imran Tahir,16.133333333333333,12.93
278,CH Morris,K Rabada,F du Plessis,65.92857142857143,62.15
279,CH Morris,K Rabada,HE van der Dussen,54.57142857142857,53.6
280,CH Morris,K Rabada,F Behardien,34.5,33.980000000000004
281,CH Morris,K Rabada,Imran Tahir,20.862068965517242,18.09
282,CH Morris,K Rabada,AM Phangiso,25.0,20.39
283,CH Morris,K Rabada,KJ Abbott,21.4,18.6
284,CH Morris,K Rabada,DW Steyn,23.0,20.55
285,L Ngidi,K Rabada,F du Plessis,52.92857142857143,50.989999999999995
286,K Rabada,F du Plessis,AK Markram,84.8125,74.7
287,HE van der Dussen,K Rabada,F du Plessis,88.0,86.39
288,K Rabada,F du Plessis,T Bavuma,148.0,111.97999999999999
289,K Rabada,F du Plessis,F Behardien,71.08,66.77
290,K Rabada,F du Plessis,Imran Tahir,55.96363636363636,50.88
291,K Rabada,F du Plessis,DW Steyn,58.6875,53.34
292,HE van der Dussen,K Rabada,D Olivier,86.5,40.63
293,K Rabada,D Olivier,HM Amla,58.0,45.410000000000004
294,L Ngidi,K Rabada,AK Markram,32.714285714285715,30.75
295,L Ngidi,K Rabada,HE van der Dussen,43.625,42.44
296,L Ngidi,K Rabada,DA Miller,40.4,34.69
297,L Ngidi,K Rabada,Imran Tahir,9.23076923076923,6.930000000000001
298,L Ngidi,K Rabada,DW Steyn,10.333333333333334,9.39
299,HE van der Dussen,K Rabada,AK Markram,68.25,66.15
300,T Bavuma,K Rabada,AK Markram,137.0,91.74
301,K Rabada,AK Markram,KA Maharaj,40.0,32.8
302,K Rabada,Imran Tahir,AK Markram,33.88235294117647,30.64
303,K Rabada,DW Steyn,AK Markram,36.25,33.1
304,HE van der Dussen,K Rabada,Imran Tahir,44.13333333333333,42.330000000000005
305,HE van der Dussen,K Rabada,H Klaasen,86.5,69.63
306,K Rabada,T Bavuma,F Behardien,133.5,83.81
307,K Rabada,DA Miller,T Bavuma,127.0,95.68
308,AM Phangiso,K Rabada,T Bavuma,113.0,70.22
309,K Rabada,HM Amla,F Behardien,65.76,63.0
310,K Rabada,Imran Tahir,F Behardien,25.25925925925926,22.71
311,AM Phangiso,K Rabada,F Behardien,40.0,25.009999999999998
312,K Rabada,DW Steyn,F Behardien,28.333333333333332,25.17
313,K Rabada,HM Amla,D Wiese,89.6,62.410000000000004
314,K Rabada,MN van Wyk,D Wiese,50.0,43.92
315,K Rabada,DA Miller,RR Rossouw,82.88888888888889,73.30000000000001
316,AM Phangiso,K Rabada,Imran Tahir,18.0,9.12
317,AM Phangiso,K Rabada,RR Rossouw,48.0,47.84
318,AM Phangiso,K Rabada,DW Steyn,34.0,11.58
319,K Rabada,MN van Wyk,DW Steyn,37.0,31.080000000000002
320,Q de Kock,RR Hendricks,PWA Mulder,88.33333333333333,74.83000000000001
321,Q de Kock,JP Duminy,PWA Mulder,96.2,73.63
322,Q de Kock,PWA Mulder,T Shamsi,57.0,51.23
323,L Ngidi,Q de Kock,PWA Mulder,66.16666666666667,53.04
324,AK Markram,Q de Kock,PWA Mulder,96.75,76.75
325,Q de Kock,PWA Mulder,DA Miller,83.33333333333333,80.69
326,Q de Kock,Imran Tahir,PWA Mulder,87.75,52.93
327,Q de Kock,PWA Mulder,DW Steyn,83.0,55.39
328,AK Markram,AB de Villiers,PWA Mulder,88.0,77.39
329,RR Hendricks,JP Duminy,PWA Mulder,72.25,53.4
330,RR Hendricks,PWA Mulder,T Shamsi,104.0,31.0
331,L Ngidi,RR Hendricks,PWA Mulder,36.6,32.81
332,RR Hendricks,PWA Mulder,DA Miller,63.5,60.46
333,JP Duminy,PWA Mulder,T Shamsi,70.66666666666667,29.799999999999997
334,L Ngidi,JP Duminy,PWA Mulder,57.0,31.61
335,JP Duminy,PWA Mulder,KA Maharaj,40.5,33.66
336,JP Duminy,PWA Mulder,DA Miller,84.75,59.26
337,JP Duminy,PWA Mulder,HM Amla,85.8,71.78999999999999
338,F du Plessis,D Pretorius,PWA Mulder,81.0,59.3
339,L Ngidi,PWA Mulder,T Shamsi,11.666666666666666,9.21
340,L Ngidi,F du Plessis,PWA Mulder,66.6,54.97
341,HE van der Dussen,F du Plessis,PWA Mulder,106.66666666666667,90.37
342,F du Plessis,PWA Mulder,T Bavuma,141.0,115.96
343,F du Plessis,PWA Mulder,F Behardien,126.0,70.75
344,F du Plessis,PWA Mulder,DA Miller,83.2,82.62
345,L Ngidi,PWA Mulder,KA Maharaj,22.0,13.07
346,L Ngidi,Imran Tahir,PWA Mulder,12.666666666666666,10.91
347,L Ngidi,PWA Mulder,H Klaasen,40.0,38.21
348,AK Markram,Imran Tahir,PWA Mulder,54.5,34.62
349,PWA Mulder,KA Maharaj,DA Miller,42.0,40.72
350,Q de Kock,DA Miller,VD Philander,79.0,77.53999999999999
351,AB de Villiers,JP Duminy,VD Philander,82.5,71.12
352,AB de Villiers,VD Philander,F Behardien,71.0,66.31
353,AB de Villiers,DA Miller,VD Philander,90.25,78.18
354,AB de Villiers,VD Philander,HM Amla,109.875,90.71000000000001
355,AB de Villiers,Imran Tahir,VD Philander,57.75,50.42
356,AB de Villiers,VD Philander,RR Rossouw,111.83333333333333,89.14
357,AM Phangiso,AB de Villiers,VD Philander,62.0,52.72
358,AB de Villiers,DW Steyn,VD Philander,54.125,52.879999999999995
359,JP Duminy,DA Miller,VD Philander,70.66666666666667,56.11
360,JP Duminy,VD Philander,HM Amla,78.0,68.64
361,Imran Tahir,JP Duminy,VD Philander,29.833333333333332,28.349999999999998
362,WD Parnell,F du Plessis,VD Philander,72.0,57.82
363,WD Parnell,Imran Tahir,VD Philander,25.0,13.76
364,WD Parnell,DW Steyn,VD Philander,18.0,16.22
365,F du Plessis,DA Miller,VD Philander,82.5,79.47
366,D Wiese,VD Philander,F Behardien,68.5,38.84
367,DA Miller,VD Philander,F Behardien,59.666666666666664,51.3
368,VD Philander,HM Amla,F Behardien,92.33333333333333,63.83
369,Imran Tahir,VD Philander,F Behardien,26.833333333333332,23.54
370,VD Philander,RR Rossouw,F Behardien,78.8,62.260000000000005
371,AM Phangiso,VD Philander,F Behardien,101.0,25.84
372,MN van Wyk,VD Philander,F Behardien,66.5,45.34
373,VD Philander,HM Amla,D Wiese,92.0,63.24
374,Imran Tahir,VD Philander,D Wiese,28.0,22.95
375,VD Philander,RR Rossouw,D Wiese,90.0,61.67
376,AM Phangiso,VD Philander,D Wiese,39.0,25.25
377,DW Steyn,VD Philander,D Wiese,27.0,25.41
378,DA Miller,VD Philander,HM Amla,98.375,75.7
379,Imran Tahir,DA Miller,VD Philander,46.25,35.41
380,DA Miller,VD Philander,RR Rossouw,79.0,74.13
381,DW Steyn,DA Miller,VD Philander,42.625,37.870000000000005
382,Imran Tahir,VD Philander,HM Amla,65.875,47.940000000000005
383,RR Rossouw,VD Philander,HM Amla,126.33333333333333,86.66
384,MN van Wyk,VD Philander,HM Amla,90.0,69.74000000000001
385,DW Steyn,VD Philander,HM Amla,62.25,50.400000000000006
386,Imran Tahir,VD Philander,RR Rossouw,61.0,46.370000000000005
387,AM Phangiso,Imran Tahir,VD Philander,35.0,9.95
388,DW Steyn,Imran Tahir,VD Philander,10.125,10.11
389,AM Phangiso,VD Philander,RR Rossouw,70.0,48.67
390,MN van Wyk,VD Philander,RR Rossouw,88.0,68.17
391,DW Steyn,VD Philander,RR Rossouw,57.333333333333336,48.83
392,AM Phangiso,MN van Wyk,VD Philander,33.0,31.75
393,AM Phangiso,DW Steyn,VD Philander,33.0,12.41
394,Q de Kock,BE Hendricks,JT Smuts,108.5,85.58
395,Q de Kock,RR Hendricks,JT Smuts,115.5,108.18
396,Q de Kock,T Shamsi,JT Smuts,85.0,84.58
397,HE van der Dussen,Q de Kock,JT Smuts,128.5,121.78999999999999
398,Q de Kock,T Bavuma,JT Smuts,170.5,147.38
399,Q de Kock,DA Miller,JT Smuts,118.5,114.03999999999999
400,Q de Kock,L Sipamla,JT Smuts,111.33333333333333,87.91
401,Q de Kock,RR Hendricks,BE Hendricks,79.0,68.43
402,Q de Kock,T Shamsi,BE Hendricks,70.66666666666667,44.83
403,CH Morris,Q de Kock,BE Hendricks,68.0,57.8
404,L Ngidi,Q de Kock,BE Hendricks,89.5,46.64
405,Q de Kock,T Bavuma,BE Hendricks,153.0,107.63
406,Q de Kock,L Sipamla,BE Hendricks,94.5,48.16
