,player-1,player-2,player-3,avg
114,AM Rahane,RG Sharma,MA Agarwal,0.0
115,AM Rahane,STR Binny,MA Agarwal,0.0
116,AM Rahane,MA Agarwal,BB Sran,0.0
117,AM Rahane,SN Thakur,MA Agarwal,0.0
118,AM Rahane,S Kaul,MA Agarwal,0.0
119,AM Rahane,MA Agarwal,NA Saini,0.0
120,KL Rahul,AM Rahane,MA Agarwal,0.0
121,AM Rahane,MA Agarwal,PP Shaw,0.0
122,AM Rahane,MA Agarwal,A Mishra,0.0
123,AM Rahane,R Dhawan,MA Agarwal,0.0
124,KD Karthik,AM Rahane,MA Agarwal,0.0
125,AM Rahane,JJ Bumrah,MA Agarwal,0.0
126,AM Rahane,Mohammed Shami,MA Agarwal,0.0
127,AM Rahane,MM Sharma,MA Agarwal,0.0
128,AM Rahane,Washington Sundar,MA Agarwal,0.0
129,AM Rahane,RR Pant,MA Agarwal,0.0
130,AM Rahane,DS Kulkarni,MA Agarwal,0.0
131,AM Rahane,MA Agarwal,HH Pandya,0.0
132,AM Rahane,MA Agarwal,Harbhajan Singh,0.0
133,AM Rahane,MA Agarwal,DL Chahar,0.0
134,AM Rahane,MA Agarwal,KK Ahmed,0.0
135,AM Rahane,MA Agarwal,Shubman Gill,0.0
136,AM Rahane,MA Agarwal,MS Dhoni,0.0
137,AM Rahane,AT Rayudu,MA Agarwal,0.0
138,AM Rahane,MA Agarwal,FY Fazal,0.0
139,AM Rahane,MA Agarwal,V Shankar,0.0
140,AM Rahane,MA Agarwal,I Sharma,0.0
141,AM Rahane,RA Jadeja,MA Agarwal,0.0
142,AM Rahane,MA Agarwal,AR Patel,0.0
143,AM Rahane,MA Agarwal,S Dube,0.0
144,AM Rahane,RV Uthappa,M Vijay,80.66666666666667
145,AM Rahane,B Kumar,RV Uthappa,52.0
146,AM Rahane,Yuvraj Singh,RV Uthappa,0.0
147,AM Rahane,RV Uthappa,Gurkeerat Singh,0.0
148,V Kohli,AM Rahane,RV Uthappa,0.0
149,AM Rahane,SS Iyer,RV Uthappa,0.0
150,AM Rahane,R Ashwin,RV Uthappa,0.0
151,AM Rahane,RV Uthappa,J Yadav,0.0
152,AM Rahane,YS Chahal,RV Uthappa,0.0
153,AM Rahane,KK Nair,RV Uthappa,0.0
154,AM Rahane,RV Uthappa,MK Tiwary,63.333333333333336
155,AM Rahane,RV Uthappa,MK Pandey,117.0
156,AM Rahane,RV Uthappa,Mohammed Siraj,0.0
157,AM Rahane,RV Uthappa,KM Jadhav,94.0
