,player-1,player-2,player-3,player-4,combined_avg,sum_of_individual
184,JJ Roy,LA Dawson,DJ Willey,AD Hales,126.0,94.32
185,LA Dawson,DJ Willey,JE Root,BA Stokes,100.0,95.53999999999999
186,JJ Roy,LA Dawson,DJ Willey,BA Stokes,178.0,89.82
187,JJ Roy,LA Dawson,DJ Willey,JE Root,112.0,100.97
188,MA Wood,DJ Willey,AU Rashid,EJG Morgan,70.23076923076923,52.34
189,DJ Willey,SW Billings,AU Rashid,EJG Morgan,99.25,79.92
190,DJ Willey,AU Rashid,EJG Morgan,BA Stokes,87.84210526315788,85.78999999999999
191,T Banton,DJ Willey,AU Rashid,EJG Morgan,109.0,78.02
192,TK Curran,DJ Willey,AU Rashid,EJG Morgan,75.85714285714286,63.92
193,S Mahmood,DJ Willey,AU Rashid,EJG Morgan,85.0,54.22
194,DJ Willey,AU Rashid,EJG Morgan,ST Finn,62.0,52.67
195,JM Vince,DJ Willey,AU Rashid,EJG Morgan,92.71428571428572,74.22
196,MA Wood,RJW Topley,DJ Willey,AU Rashid,54.0,16.3
197,RJW Topley,DJ Willey,JM Bairstow,AU Rashid,90.0,59.27
198,RJW Topley,DJ Willey,SW Billings,AU Rashid,93.0,43.88
199,RJW Topley,DJ Willey,AD Hales,AU Rashid,61.25,54.25
200,RJW Topley,DJ Willey,AU Rashid,BA Stokes,56.5,49.75
201,RJW Topley,DJ Willey,AU Rashid,T Banton,62.0,41.980000000000004
202,RJW Topley,DJ Willey,AU Rashid,S Mahmood,47.0,18.18
203,RJW Topley,DJ Willey,AU Rashid,JM Vince,63.0,38.18
204,JC Archer,DJ Willey,AU Rashid,DJ Malan,44.0,40.34
205,BT Foakes,DJ Willey,AU Rashid,DJ Malan,105.0,99.54
206,DJ Willey,AU Rashid,LE Plunkett,DJ Malan,44.0,43.29
207,TK Curran,DJ Willey,AU Rashid,DJ Malan,91.0,51.239999999999995
208,DJ Willey,AU Rashid,JM Vince,DJ Malan,62.0,61.54
209,MA Wood,JM Bairstow,DJ Willey,AU Rashid,69.91666666666667,59.75
210,MA Wood,JT Ball,DJ Willey,AU Rashid,20.0,17.77
211,MA Wood,DJ Willey,AU Rashid,BA Stokes,50.625,50.230000000000004
212,MA Wood,DJ Willey,AU Rashid,MM Ali,31.0,29.16
213,MA Wood,DJ Willey,JE Root,AU Rashid,66.25,61.38
214,MA Wood,DJ Willey,JJ Roy,AU Rashid,57.69230769230769,55.660000000000004
215,MA Wood,DJ Willey,AU Rashid,LE Plunkett,22.555555555555557,20.41
216,BM Duckett,JT Ball,DJ Willey,AU Rashid,65.0,57.65
217,BM Duckett,DJ Willey,AU Rashid,BA Stokes,101.5,90.11
218,C Overton,JM Bairstow,DJ Willey,AU Rashid,79.0,58.63
219,C Overton,DJ Willey,JJ Roy,AU Rashid,101.0,54.54
220,DJ Willey,AD Hales,AU Rashid,CJ Jordan,70.75,57.84
221,DJ Willey,AU Rashid,CJ Jordan,BA Stokes,58.25,53.34
222,DJ Willey,AU Rashid,CJ Jordan,MM Ali,35.5,32.269999999999996
223,DJ Willey,JE Root,AU Rashid,CJ Jordan,78.4,64.49
224,DJ Willey,AU Rashid,CJ Jordan,JM Vince,51.0,41.769999999999996
225,JM Bairstow,DJ Willey,AU Rashid,JT Ball,61.5,60.74
226,JM Bairstow,DJ Willey,SW Billings,AU Rashid,93.85714285714286,87.33000000000001
227,JM Bairstow,DJ Willey,JE Root,AU Rashid,104.63636363636364,104.35000000000001
228,JJ Roy,JM Bairstow,DJ Willey,AU Rashid,98.68,98.63000000000001
229,JM Bairstow,DJ Willey,AU Rashid,T Banton,91.0,85.43
230,JM Bairstow,DJ Willey,AU Rashid,S Mahmood,67.0,61.63
231,JM Bairstow,DJ Willey,AU Rashid,ST Finn,91.0,60.080000000000005
232,JT Ball,DJ Willey,AU Rashid,BA Stokes,81.0,51.22
233,JT Ball,DJ Willey,AU Rashid,MM Ali,34.5,30.15
234,JT Ball,DJ Willey,JE Root,AU Rashid,72.2,62.37
235,JT Ball,DJ Willey,AU Rashid,ST Finn,36.0,18.099999999999998
236,JT Ball,DJ Willey,AU Rashid,JM Vince,45.5,39.65
237,DJ Willey,SW Billings,AU Rashid,MM Ali,66.0,56.74
238,T Banton,DJ Willey,SW Billings,AU Rashid,105.66666666666669,70.04
239,TK Curran,DJ Willey,SW Billings,AU Rashid,89.0,55.94
240,S Mahmood,DJ Willey,SW Billings,AU Rashid,81.66666666666667,46.24
241,DJ Willey,SW Billings,AU Rashid,JM Vince,96.66666666666669,66.24000000000001
242,JJ Roy,DJ Willey,AD Hales,AU Rashid,96.70833333333331,93.61
243,DJ Willey,AU Rashid,MM Ali,BA Stokes,68.72222222222223,62.61
244,DJ Willey,JE Root,AU Rashid,BA Stokes,107.11764705882355,94.83
245,JC Archer,DJ Willey,AU Rashid,BT Foakes,81.0,77.34
246,TK Curran,JC Archer,DJ Willey,AU Rashid,67.0,29.04
247,JJ Roy,DJ Willey,AU Rashid,MM Ali,70.57142857142857,68.03999999999999
248,T Banton,DJ Willey,AU Rashid,MM Ali,62.0,54.839999999999996
249,DJ Willey,LE Plunkett,AU Rashid,MM Ali,33.0,32.79
250,S Mahmood,DJ Willey,AU Rashid,MM Ali,38.0,31.04
251,JJ Roy,DJ Willey,JE Root,AU Rashid,104.17857142857143,100.26
252,TK Curran,DJ Willey,JE Root,AU Rashid,76.2,72.96000000000001
253,DJ Willey,JE Root,AU Rashid,JM Vince,112.25,83.25999999999999
254,DJ Willey,AU Rashid,LE Plunkett,BT Foakes,81.0,80.28999999999999
255,TK Curran,DJ Willey,AU Rashid,BT Foakes,128.0,88.24
256,DJ Willey,AU Rashid,JM Vince,BT Foakes,99.0,98.53999999999999
257,JJ Roy,DJ Willey,AU Rashid,LE Plunkett,73.92307692307692,59.29
258,TK Curran,T Banton,DJ Willey,AU Rashid,80.5,54.04
259,T Banton,DJ Willey,AU Rashid,S Mahmood,65.66666666666667,44.339999999999996
260,T Banton,DJ Willey,AU Rashid,JM Vince,80.66666666666667,64.34
261,TK Curran,DJ Willey,AU Rashid,LE Plunkett,67.0,31.99
262,TK Curran,DJ Willey,JL Denly,AU Rashid,75.0,62.839999999999996
263,TK Curran,S Mahmood,DJ Willey,AU Rashid,52.0,30.24
264,TK Curran,DJ Willey,AU Rashid,JM Vince,74.0,50.239999999999995
265,S Mahmood,DJ Willey,AU Rashid,JM Vince,56.66666666666666,40.54
266,RJW Topley,DJ Willey,SW Billings,EJG Morgan,93.0,74.27000000000001
267,TK Curran,DJ Willey,EJG Morgan,DJ Malan,91.0,81.63
268,MA Wood,JM Bairstow,DJ Willey,EJG Morgan,102.08333333333331,90.14
269,MA Wood,DJ Willey,AD Hales,EJG Morgan,91.72727272727272,85.12
270,MA Wood,DJ Willey,EJG Morgan,BA Stokes,96.88888888888887,80.62
271,MA Wood,DJ Willey,MM Ali,EJG Morgan,75.875,59.55
272,MA Wood,DJ Willey,JE Root,EJG Morgan,108.58333333333331,91.77000000000001
273,MA Wood,DJ Willey,JJ Roy,EJG Morgan,92.92307692307692,86.05000000000001
274,MA Wood,DJ Willey,LE Plunkett,EJG Morgan,75.5,50.8
275,MA Wood,DJ Willey,EJG Morgan,ST Finn,67.33333333333333,47.5
276,MA Wood,JM Vince,DJ Willey,EJG Morgan,115.0,69.05000000000001
277,C Overton,JM Bairstow,DJ Willey,EJG Morgan,94.0,89.02000000000001
278,C Overton,DJ Willey,JJ Roy,EJG Morgan,116.0,84.93
279,JM Bairstow,DJ Willey,SW Billings,EJG Morgan,128.71428571428572,117.72
280,JM Bairstow,DJ Willey,EJG Morgan,BA Stokes,124.8125,123.59
281,JM Bairstow,DJ Willey,MM Ali,EJG Morgan,106.82608695652172,102.52000000000001
282,JJ Roy,JM Bairstow,DJ Willey,EJG Morgan,132.4,129.02
283,JM Bairstow,DJ Willey,T Banton,EJG Morgan,137.33333333333334,115.82
284,JM Bairstow,DJ Willey,LE Plunkett,EJG Morgan,98.11764705882355,93.77000000000001
285,JM Bairstow,DJ Willey,JL Denly,EJG Morgan,145.0,124.62
286,TK Curran,JM Bairstow,DJ Willey,EJG Morgan,102.14285714285714,101.72
287,JM Bairstow,DJ Willey,S Mahmood,EJG Morgan,113.33333333333331,92.02000000000001
288,JM Bairstow,DJ Willey,JM Vince,EJG Morgan,129.66666666666666,112.02000000000001
289,JT Ball,DJ Willey,EJG Morgan,BA Stokes,102.66666666666669,81.61
290,JT Ball,DJ Willey,MM Ali,EJG Morgan,71.0,60.54
291,JT Ball,DJ Willey,JE Root,EJG Morgan,99.33333333333331,92.75999999999999
292,JJ Roy,JT Ball,DJ Willey,EJG Morgan,87.7142857142857,87.03999999999999
293,JT Ball,DJ Willey,LE Plunkett,EJG Morgan,66.0,51.79
294,DJ Willey,SW Billings,EJG Morgan,BA Stokes,128.25,108.19999999999999
295,DJ Willey,SW Billings,MM Ali,EJG Morgan,113.25,87.13
296,DJ Willey,SW Billings,EJG Morgan,JE Root,130.8,119.35
297,T Banton,DJ Willey,SW Billings,EJG Morgan,152.0,100.43
298,TK Curran,DJ Willey,SW Billings,EJG Morgan,158.5,86.33
299,S Mahmood,DJ Willey,SW Billings,EJG Morgan,128.0,76.63
300,DJ Willey,SW Billings,EJG Morgan,ST Finn,91.33333333333331,75.08
301,JM Vince,DJ Willey,SW Billings,EJG Morgan,143.0,96.63
302,JJ Roy,DJ Willey,AD Hales,EJG Morgan,126.92,124.0
303,DJ Willey,LE Plunkett,AD Hales,EJG Morgan,92.9090909090909,88.75
304,DJ Willey,MM Ali,EJG Morgan,BA Stokes,102.36842105263158,93.0
305,DJ Willey,JE Root,EJG Morgan,BA Stokes,139.5,125.22
306,JJ Roy,DJ Willey,EJG Morgan,BA Stokes,127.42105263157896,119.5
307,DJ Willey,LE Plunkett,EJG Morgan,BA Stokes,90.72727272727272,84.25
308,DJ Willey,ST Finn,EJG Morgan,BA Stokes,101.0,80.94999999999999
309,JM Vince,DJ Willey,EJG Morgan,BA Stokes,129.5,102.5
310,TK Curran,JC Archer,DJ Willey,EJG Morgan,67.0,59.43
311,DJ Willey,JE Root,MM Ali,EJG Morgan,110.15384615384615,104.15
312,JJ Roy,DJ Willey,MM Ali,EJG Morgan,107.39285714285714,98.43
313,T Banton,DJ Willey,MM Ali,EJG Morgan,108.33333333333331,85.22999999999999
314,DJ Willey,LE Plunkett,MM Ali,EJG Morgan,78.46666666666667,63.18
315,TK Curran,DJ Willey,MM Ali,EJG Morgan,77.85714285714286,71.13
316,S Mahmood,DJ Willey,MM Ali,EJG Morgan,84.33333333333333,61.43
317,JM Vince,DJ Willey,MM Ali,EJG Morgan,107.2,81.43
318,JJ Roy,DJ Willey,JE Root,EJG Morgan,136.26666666666668,130.65
319,LE Plunkett,DJ Willey,JE Root,EJG Morgan,98.35294117647058,95.4
320,DJ Willey,JE Root,EJG Morgan,ST Finn,100.5,92.10000000000001
321,JM Vince,DJ Willey,JE Root,EJG Morgan,157.75,113.65
322,TK Curran,DJ Willey,EJG Morgan,BT Foakes,128.0,118.63
323,JJ Roy,T Banton,DJ Willey,EJG Morgan,116.33333333333331,111.72999999999999
324,JJ Roy,DJ Willey,LE Plunkett,EJG Morgan,113.0,89.68
325,JJ Roy,S Mahmood,DJ Willey,EJG Morgan,92.33333333333331,87.93
326,TK Curran,T Banton,DJ Willey,EJG Morgan,150.0,84.43
327,T Banton,DJ Willey,S Mahmood,EJG Morgan,112.0,74.72999999999999
328,T Banton,DJ Willey,JM Vince,EJG Morgan,127.0,94.72999999999999
329,JM Vince,DJ Willey,LE Plunkett,EJG Morgan,77.66666666666667,72.68
330,TK Curran,S Mahmood,DJ Willey,EJG Morgan,121.5,60.629999999999995
331,TK Curran,JM Vince,DJ Willey,EJG Morgan,127.25,80.63
332,S Mahmood,DJ Willey,JM Vince,EJG Morgan,103.0,70.93
333,MA Wood,RJW Topley,DJ Willey,BA Stokes,61.0,44.58
334,MA Wood,RJW Topley,DJ Willey,MM Ali,24.0,23.509999999999998
335,RJW Topley,DJ Willey,AD Hales,CJ Jordan,85.33333333333333,52.19
336,RJW Topley,DJ Willey,CJ Jordan,BA Stokes,48.33333333333334,47.69
337,RJW Topley,DJ Willey,JE Root,CJ Jordan,83.33333333333333,58.84
338,RJW Topley,DJ Willey,JM Bairstow,SW Billings,175.0,81.68
339,RJW Topley,DJ Willey,JM Bairstow,MM Ali,75.0,66.48
340,RJW Topley,DJ Willey,JM Bairstow,T Banton,144.0,79.78
341,RJW Topley,DJ Willey,JM Bairstow,S Mahmood,129.0,55.980000000000004
342,RJW Topley,DJ Willey,JM Bairstow,JM Vince,145.0,75.98
343,RJW Topley,DJ Willey,SW Billings,MM Ali,93.0,51.09
344,JJ Roy,RJW Topley,DJ Willey,SW Billings,93.0,77.59
345,RJW Topley,DJ Willey,SW Billings,T Banton,108.0,64.39
346,RJW Topley,DJ Willey,SW Billings,S Mahmood,93.0,40.59
347,RJW Topley,DJ Willey,SW Billings,JM Vince,109.0,60.59
348,RJW Topley,DJ Willey,AD Hales,BA Stokes,100.25,82.53
349,RJW Topley,DJ Willey,AD Hales,MM Ali,61.75,61.46
