,player-1,player-2,player-3,avg
358,N Pooran,KOK Williams,SP Narine,0.0
359,N Pooran,KOA Powell,SP Narine,0.0
360,N Pooran,CR Brathwaite,SP Narine,0.0
361,N Pooran,CH Gayle,SP Narine,0.0
362,N Pooran,AD Russell,SP Narine,0.0
363,N Pooran,LMP Simmons,SP Narine,0.0
364,N Pooran,SO Hetmyer,SP Narine,0.0
365,N Pooran,V Permaul,SP Narine,0.0
366,N Pooran,J Charles,SP Narine,0.0
367,N Pooran,N Deonarine,SP Narine,0.0
368,N Pooran,RA Reifer,SP Narine,0.0
369,N Pooran,JE Taylor,SP Narine,0.0
370,N Pooran,SS Cottrell,SP Narine,0.0
371,N Pooran,SW Ambris,SP Narine,0.0
372,N Pooran,D Ramdin,SP Narine,0.0
373,N Pooran,JL Carter,SP Narine,0.0
374,N Pooran,LR Johnson,SP Narine,0.0
375,N Pooran,ADS Fletcher,SP Narine,0.0
376,N Pooran,R Shepherd,SP Narine,0.0
377,N Pooran,DJG Sammy,SP Narine,0.0
378,N Pooran,SO Dowrich,SP Narine,0.0
379,N Pooran,ML Cummins,SP Narine,0.0
380,N Pooran,R Powell,SP Narine,0.0
381,N Pooran,SD Hope,SP Narine,0.0
382,N Pooran,J Blackwood,SP Narine,0.0
383,N Pooran,KMA Paul,SP Narine,0.0
384,N Pooran,BA King,SP Narine,0.0
385,N Pooran,SP Narine,DR Smith,0.0
386,N Pooran,SJ Benn,SP Narine,0.0
387,N Pooran,KC Brathwaite,SP Narine,0.0
388,N Pooran,AR Nurse,SP Narine,0.0
389,N Pooran,OC McCoy,SP Narine,0.0
390,N Pooran,D Bishoo,SP Narine,0.0
391,N Pooran,CAK Walton,SP Narine,0.0
392,N Pooran,K Pierre,SP Narine,0.0
393,N Pooran,HR Walsh,SP Narine,0.0
394,N Pooran,SP Narine,RR Beaton,0.0
395,N Pooran,SP Narine,FA Allen,0.0
396,N Pooran,ST Gabriel,SP Narine,0.0
397,N Pooran,SP Narine,AS Joseph,0.0
