,player-1,player-2,combined_avg,sum_of_individual
128,JC Archer,TK Curran,40.333333333333336,12.97
129,EJG Morgan,JC Archer,42.666666666666664,40.72
130,JJ Roy,JC Archer,70.875,47.699999999999996
131,LE Plunkett,JC Archer,8.571428571428571,4.27
132,JC Archer,AU Rashid,7.7,5.67
133,LE Plunkett,ST Finn,5.4,3.0900000000000003
134,ST Finn,AU Rashid,13.285714285714286,4.489999999999999
135,SM Curran,TK Curran,38.0,19.57
136,JL Denly,TK Curran,43.5,34.32
137,BT Foakes,TK Curran,108.0,72.57
138,LE Plunkett,TK Curran,15.666666666666666,14.440000000000001
139,AU Rashid,TK Curran,18.153846153846153,15.84
140,EJG Morgan,OP Stone,63.333333333333336,42.32
141,OP Stone,AU Rashid,9.333333333333334,7.27
142,JL Denly,T Banton,98.0,42.08
143,AD Hales,MA Wood,45.45454545454545,45.06
144,BA Stokes,AD Hales,78.9090909090909,78.16
145,AD Hales,RJW Topley,63.4,45.03
146,LE Plunkett,SM Curran,15.0,10.870000000000001
147,JT Ball,SM Curran,16.0,8.08
148,AU Rashid,SM Curran,35.5,12.27
149,EJG Morgan,MA Wood,52.483870967741936,39.35
150,EJG Morgan,LE Plunkett,43.90909090909091,42.19
151,EJG Morgan,BA Stokes,81.30952380952381,72.45
152,EJG Morgan,AU Rashid,45.274193548387096,43.59
153,JJ Roy,MA Wood,47.37931034482759,46.33
154,LE Plunkett,MA Wood,3.0384615384615383,2.9
155,JJ Roy,JL Denly,98.0,69.05
156,BA Stokes,JL Denly,62.5,55.88
157,AU Rashid,JL Denly,35.0,27.02
158,LE Plunkett,JJ Roy,53.65,49.169999999999995
159,JJ Roy,AU Rashid,51.0,50.56999999999999
160,LE Plunkett,BA Stokes,36.903225806451616,36.0
161,JT Ball,BA Stokes,65.14285714285714,33.21
162,JT Ball,AU Rashid,7.636363636363637,4.35
163,BA Stokes,AU Rashid,37.404761904761905,37.400000000000006
